"year","colony","nest_number","species","n_days_incubation","incubation_success","n_days_nestling","nestling_success","clutch","brood","fledged","clutch_type","young_lost","real_success","real_failure","start_date","end_date","notes"
2023,hidden,70,greg,35,0,,,,,0,,,,,,,"2/23: eggshells on ground 3/9: . flag, nest gone "
2023,hidden,177,greg,35,0,,,,,0,,,,,,,"3/2 nest gone, . flagging"
2023,hidden,179,greg,21,1,21,1,2,1,1,,,,,,,"3/2: hard to see from transect, far to left, turn before 21. 333 next to 179 3/9: egg small"
2023,hidden,72,greg,245,1,21,1,3,1,1,,,,,,,""
2023,hidden,41,greg,105,0,,,3,,0,,,,,,,"3/2: no GREG eggs, replaced w/ ROSP eggs"
2023,hidden,135,greg,175,1,21,1,3,1,1,,,,,,,"3/23: dead chick in nest 4/6: chick could have run 4/21: dead chick"
2023,hidden,74,greg,8,1,21,1,2,2,1,,,,,,,"2/23: one egg pipping 3/23: one chick lively, the other with dying head tuck 4/14: chick high above nest 4/21: . flag"
2023,hidden,76,greg,175,1,13.5,0,2,,,,,,,,,"3/23: 2 dead chicks in nest, changed species to GREG from BCNH; 3/29: flag ."
2023,hidden,84,greg,175,1,6.5,0,2,,,,,,,,,"3/23: nest gone, flag not . 3/29: nest still gone"
2023,hidden,132,greg,14,1,21,1,2,2,1,,,,,,,"3/9: egg pipping and chick wet 4/21: chick dying; 4/28: chick above nest. 1 chick between 132 & 136"
2023,hidden,183,greg,35,1,21,1,2,1,1,,,,,,,""
2023,hidden,136,greg,105,1,21,1,2,2,1,,,,,,,"4/28: 1 chick between 132 & 136"
2023,hidden,43,greg,35,0,,,,,0,,,,,,,"2/23: eggshell on ground; 3/2: . flag"
2023,hidden,197,greg,245,1,13.5,0,2,,,,,,,,,"3/29: small chick 4/14: 1 big chick nearby, but could be from anywhere"
2023,hidden,138,greg,1,1,21,1,,2,1,,,,,,,"3/16: can only confirm 2 chicks 4/6: big chick, sampled for mercury; 4/21: large chick above"
2023,hidden,140,greg,105,1,21,1,3,2,1,,,,,,,"4/21: one egg in nest (probably dead), and one large dead greg chick in nest."
2023,hidden,86,greg,14,1,21,1,2,2,1,,,,,,,"3/29: 2 dead chicks, flag ."
2023,hidden,88,greg,13,1,21,1,2,2,1,,,,,,,"3/2: one egg pipping and one chick dry 4/6: sampled one chick for mercury 4/14: 1 big chick in area, but also could have come from 324; 5/5: One live chick and one dead between 88 and 324"
2023,hidden,142,greg,175,1,13.5,0,2,,,,,,,,,"3/29: flag ."
2023,hidden,185,greg,35,1,20.5,0,,,,,,,,,,"3/16: certain only 2 chicks 3/23: 2 dead chicks"
2023,hidden,45,greg,175,1,20.5,0,2,,,,,,,,,"4/6: . flag"
2023,hidden,187,greg,35,0,,,,,0,,,,,,,"3/16: . flag"
2023,hidden,148,greg,10,1,21,1,3,2,1,,,,,,,"3/9: 3 chicks, one wet, two dry 3/16: could only confirm 2 chicks 3/23: one dead chick on the ground of unknown origin, and one chick in the nest appeared weak 4/6: 1 chick plus"
2023,hidden,199,greg,35,0,,,,,0,,,,,,,"2/23: nest back from transect a bit; 3/2: nest gone, . flag"
2023,hidden,150,greg,175,1,13.5,0,2,,,,,,,,,"3/23: egg likely dead 3/29: egg dead 4/6: . flag"
2023,hidden,324,greg,35,1,21,1,2,1,1,,,,,,,"4/14: 1 big chick in area, but also could have come from 88; 5/5: One live chick and one dead between 88 and 324"
2023,hidden,358,greg,105,0,,,,,0,,,,,,,"3/23: 1 broken eggshell in nest 4/6: . flag"
2023,hidden,360,greg,35,1,13.5,0,3,,,,,,,,,"4/6: couldn't see any chicks moving around in area"
2023,hidden,374,greg,,,,,,,,,,,,,,"3/23 and 3/29: flag on the ground"
2023,hidden,376,greg,17,0,,,3,,0,,,,,,,"3/29: nest gone 4/6: . flag"
2023,hidden,382,greg,35,1,21,1,3,2,1,,,,,,,"3/16: can only confirm 2 chicks 3/23: one dead chick in nest; 4/21: 1 large chick nearby, 4/28: large GREG chick nearby"
2023,hidden,434,greg,10,0,,,3,,0,,,,,,,"3/23: could be BCNH 3/29: . flag"
2023,hidden,7*,rosp,7,1,21,1,3,2,1,,,,,,,"3/23: 2+ ROSP chicks;  3/29: 2 chicks certain"
2023,hidden,14,rosp,20,1,11.5,0,3,,,,,,,,,"3/9: chick dry 3/23: 2 dead chicks in the nest; 3/29: . flag"
2023,hidden,*68,rosp,17,1,21,1,3,2,1,,,,,,,"3/9 ROSP takeove; 3/29: chicks dry 4/21: flag ."
2023,hidden,133,rosp,18,0,,,4,,0,,,,,,,"3/2: next to 179"
2023,hidden,*41,rosp,35,0,,,,,0,,,,,,,"3/2 former GREG nest, now replaced with ROSP, 3/9: . flag, nest gone, rosp eggshell below"
2023,hidden,146,rosp,20,1,21,1,3,1,1,,,,,,,"3/16: 1 chick dry, 1 chick . 4/6: 1 chick plus 4/14: chick big, ran far 4/21: flag ."
2023,hidden,*134,smhe,35,0,,,,,0,,,,,,,"4/14: smhe takeover? 4/21: . flag"
2023,hidden,430,smhe,175,1,5,0,4,,0,,,,,,,"4/21: flag ."
2023,hidden,*181,smwh,35,1,12,0,4,,,,,,,,,"2/23: one broken egg; 3/29: very small eggs, smhe takeover? 4/14: 1 GREG chick in nest (some confusion in this area)"
2023,hidden,378,smwh,22,1,10,0,4,,,,,,,,,"4/21: flag ."
2023,hidden,380,smwh,22,1,14,1,3,2,1,,,,,,,"4/21: flag ."
2023,hidden,384,smwh,18,1,14,0,4,,,,,,,,,"4/6: Chicks one to two weeks old (probably were hatched out on last check when nest was missed)"
2023,hidden,386,smwh,18,1,14,1,4,3,1,,,,,,,"4/21: 1 dead chick"
2023,hidden,432,smwh,17,1,8,0,4,,,,,,,,,"4/14: . flag"
2023,hidden,392,trhe,20,1,12,0,4,,,,,,,,,"3/9: eggs a little extra blue 3/23: TRHE at the top of nest tree 4/14: . flag"
2023,hidden,540,whib,3,0,,,,,0,,,,,,,""
2023,hidden,538,whib,3,0,,,,,0,,,,,,,""
2023,hidden,542,whib,18,0,,,2,,0,,,,,,,"4/21: egg probably dead; 4/28: flag ."
2023,hidden,544,whib,18,1,7.5,0,3,,0,,,,,,,"4/14: both chicks dry, remaining egg very small"
2023,hidden,548,whib,18,1,14,0,2,,0,,,,,,,"4/14: both chicks dry; 4/28: flag ."
2023,hidden,546,whib,18,0,,,2,,0,,,,,,,"4/14: leaves on top of eggs; 4/21: eggs look abandoned; 4/28: flag ."
2023,hidden,552,whib,3,0,,,,,0,,,,,,,"4/6: . flag"
2023,hidden,550,whib,3,0,,,,,0,,,,,,,"4/6: . flag"
2023,hidden,554,whib,3,0,,,,,0,,,,,,,"4/6: . flag"
2023,hidden,556,whib,10,0,,,2,,0,,,,,,,"3/29: nest dry 4/6: . flag"
2023,hidden,558,whib,3,0,,,,,0,,,,,,,"4/6: . flag"
2023,hidden,560,whib,18,0,,,2,,0,,,,,,,"3/29: nest dry 4/14: eggshell in nest; 4/21: flag ."
2023,hidden,564,whib,18,1,14,0,3,,,,,,,,,"3/29: nest dry; 4/28: flag ."
2023,hidden,428,whib,17,0,,,1,,0,,,,,,,"4/6: . flag"
2023,hidden,501,whib,17,0,,,2,,0,,,,,,,"3/16: off to L of transect, next to 333 4/6:eggshells in nest, . flag"
2023,hidden,503,whib,10,0,,,2,,0,,,,,,,"3/16: off to L of transect, next to 333 4/6: . flag"
2023,hidden,562,whib,18,1,7.5,0,2,,0,,,,,,,"4/14: chicks dry; 4/21: 2 dead chicks. Flag ."
2023,hidden,566,whib,18,1,14,0,3,,,,,,,,,"4/28: flag ."
2023,hidden,578,whib,3,0,,,,,0,,,,,,,"4/6: nest mostly gone, . flag"
2023,hidden,580,whib,18,1,14,0,2,,,,,,,,,"4/28: flag ."
2023,hidden,570,whib,18,0,,,3,,0,,,,,,,"4/14: broken eggs in nest"
2023,hidden,574,whib,18,1,7.5,0,3,,,,,,,,,""
2023,hidden,572,whib,10,0,,,,,0,,,,,,,"3/29: hard to see into the nest, egg deep in nest 4/6: nest partially gone, . flag"
2023,hidden,576,whib,18,1,14,0,3,,,,,,,,,"3/29: skipped due to alligator; 4/28: flag ."
2023,hidden,568,whib,21,0,,,1,,0,,,,,,,"3/29: egg buried in nest "
2023,hidden,582,whib,10,0,,,2,,0,,,,,,,"4/6: . flag"
2023,hidden,563,whib,10,0,,,,,0,,,,,,,"3/29: 1 egg buried in nest 4/6: . flag"
2023,hidden,565,whib,17,0,,,2,,0,,,,,,,"3/29: 1 egg buried in nest 4/6: . flag"
2023,hidden,567,whib,21,1,14,1,2,1,1,,,,,,,"4/14: bigger chick 5/5:pretty sure chicks did not fledge, fresh dead chick nearby"
2023,hidden,569,whib,10,0,,,2,,0,,,,,,,"4/6: . flag"
2023,hidden,559,whib,21,1,11.5,0,2,,,,,,,,,"3/23: by 428; 4/21: flag ."
2023,hidden,561,whib,17,0,,,2,,0,,,,,,,"4/6: . flag"
2023,hidden,571,whib,3,0,,,,,0,,,,,,,"3/29: one broken egg in nest, very developed 4/6: . flag"
2023,hidden,573,whib,3,0,,,,,0,,,,,,,"3/29: nest gone, flag ."
2023,hidden,584,whib,17,0,,,3,,0,,,,,,,"4/6: . flag"
2023,hidden,586,whib,17,0,,,3,,0,,,,,,,"4/6: . flag"
2023,hidden,592,whib,17,0,,,2,,0,,,,,,,"4/6: eggshells in nest, . flag"
2023,hidden,588,whib,18,0,,,2,,0,,,,,,,"4/14: . flag"
2023,hidden,590,whib,10,0,,,2,,0,,,,,,,"4/6: eggshells in nest, . flag"
2023,hidden,594,whib,10,0,,,2,,0,,,,,,,"4/6: . flag"
2023,hidden,596,whib,18,1,7.5,0,3,,,,,,,,,"3/29: by 133 4/14: 2 dead chicks in nest"
2023,hidden,598,whib,10,0,,,2,,0,,,,,,,"4/6: . flag"
2023,hidden,600,whib,,,,,,,,,,,,,,""
2023,hidden,611,whib,4,0,,,,,0,,,,,,,"4/6: . flag"
2023,hidden,613,whib,4,0,,,,,0,,,,,,,"4/6: . flag"
2023,hidden,614,whib,16,1,10.5,0,2,,,,,,,,,"4/28: flag ."
2023,hidden,616,whib,12,0,,,,,0,,,,,,,"4/14: broken eggs in nest"
2023,hidden,618,whib,12,0,,,,,0,,,,,,,"4/6: egg a little buried in nest 4/14: nest gone, . flag"
2023,hidden,620,whib,12,0,,,1,,0,,,,,,,""
2023,hidden,622,whib,195,1,6.5,0,3,,,,,,,,,"4/28: flag ."
2023,hidden,615,whib,195,0,,,2,,0,,,,,,,"4/6: above unmarked SMHE nest; 4/28: flag ."
2023,jerrod,265,gbhe,11,0,,,3,,0,,,,,,,"3/15: eggshells on ground, 2 at least 3/30: pink paper attached to two nearby willows, about 3m away from nest"
2023,jerrod,53,gbhe,7,0,,,,,0,,,,,,,"3/7: 2 eggshells on ground 3/30: orange paper wrapped around branch, and a piece on cattail lower down"
2023,jerrod,49,greg,,,,,,,,,,,,,,"3/7: Missed, nest not on newest transect 3/30: nest gone, pink paper"
2023,jerrod,51,greg,7,0,,,,,0,,,,,,,"3/30: nest gone, blue paper"
2023,jerrod,94,greg,28,0,,,2,,0,,,,,,,"3/30: eggshell in nest, orange paper"
2023,jerrod,55,greg,7,0,,,,,0,,,,,,,"3/7: 2 eggshells on ground 3/30: blue paper"
2023,jerrod,82,greg,11,0,,,2,,0,,,,,,,"3/30: blue paper"
2023,jerrod,80,greg,35,0,,,,,0,,,,,,,"3/7: eggshells on ground 3/30: pink paper"
2023,jerrod,228,greg,35,0,,,,,0,,,,,,,"2/28: nest a little ways off transect 3/30: orange paper"
2023,jerrod,230,greg,11,0,,,,,0,,,,,,,"2/28: 2 nests in row off trail, careful of branches 3/30: yellow paper"
2023,jerrod,232,greg,11,0,,,2,,0,,,,,,,"3/30: blue paper"
2023,jerrod,263,greg,5,1,21,1,,2,1,,,,,,,"3/7: 2nd chick currently hatching, out of egg @8:43 am 3/30: biggest chick mercury sampled"
2023,jerrod,234,greg,11,1,21,1,2,1,1,,,,,,,""
2023,jerrod,261,greg,11,1,21,1,2,2,1,,,,,,,"3/30: biggest chick sampled for mercury"
2023,jerrod,267,greg,35,1,7.5,0,,,0,,,,,,,"2/28: to left of path, right by 261 3/30: orange paper"
2023,little_a,152,greg,35,0,,,,,0,,,,,,,"2/24: broken egg on ground under nest"
2023,little_a,189,greg,175,1,21,1,3,2,1,,,,,,,"3/24: 1 dead chick in nest 4/21: dead chick in nest"
2023,little_a,154,greg,13,1,18.5,0,2,,0,,,,,,,"3/10: Egg pipping and one chick dry; 3/31: partially collapsed"
2023,little_a,191,greg,35,0,,,,,0,,,,,,,"3/3: 2 broken eggs on the ground below nest 3/10: relay?"
2023,little_a,156,greg,12,1,12.5,0,3,,0,,,,,,,"3/10: 1 C damp, 1 C freshly hatched, eggshell in nestcup makes it look like 2 eggs "
2023,little_a,158,greg,175,1,21,1,3,2,1,,,,,,,"4/7: 1 C+, nest MT, chick nearby in canopy"
2023,little_a,160,greg,28,1,17.5,0,3,,0,,,,,,,"4/7: One chick very small, probably dead"
2023,little_a,162,greg,175,1,21,1,3,1,1,,,,,,,"4/7: One dead chick on the ground below nest, sampled dead chick for mercury 4/21: second dead chick below nest, . flagging"
2023,little_a,335,greg,105,0,,,2,,0,,,,,,,"3/3: nest first in transect, before split"
2023,little_a,193,greg,175,1,13.5,0,2,,0,,,,,,,"3/3: nest high above number 3/24: 1 dead chick, chick still in nest not obviously moving, possibly dead; 3/31: both chicks now dead"
2023,little_a,164,greg,11,1,21,1,3,2,1,,,,,,,"3/3: on offshoot to right of trail 4/7: larger chick mercury sampled 4/21: dead chick below nest, and one larger chick in canopy"
2023,little_a,195,greg,11,1,21,1,3,2,1,,,,,,,"2/24: nest to right of trail on offshoot; 3/31: 1 dead chick still in nest 4/14: One large chick"
2023,little_a,166,greg,105,1,21,1,2,2,1,,,,,,,"3/3: nest to right of trail on offshoot; 3/31: reflagged, old flag gone 4/21: at least one big branchling in general area"
2023,little_a,201,greg,175,1,21,1,3,2,1,,,,,,,"2/24: nest to right of trail on offshoot 3/24: found flag on ground, re-flagged nest nearest flag; 3/31: flag gone, reflagged w/blue 4/21: dead chick in nest, 1 large branchling around, but could be from another nest"
2023,little_a,203,greg,19,1,21,1,3,2,1,,,,,,,"4/28 large dead chick in area ~5m away; 5/4: Flag ."
2023,little_a,394,greg,175,0,,,2,,0,,,,,,,""
2023,little_a,168,greg,22,1,21,1,3,1,1,,,,,,,"3/17: one egg pipping; 4/14: did not look for egg (probs dead anyway)"
2023,little_a,205,greg,21,1,21,1,3,1,1,,,,,,,"3/24: 1 chick might be dead"
2023,little_a,170,greg,28,0,,,2,,0,,,,,,,""
2023,little_a,207,greg,28,1,3.5,0,2,,0,,,,,,,"2/24: broken egg on ground near nest 3/24: 1 chick wet, 1 chick dry; 4/14: flag ."
2023,little_a,172,greg,245,1,21,1,2,1,1,,,,,,,"2/24: one very small egg 3/17: one very small egg"
2023,little_a,209,greg,11,1,21,1,3,2,1,,,,,,,"4/28 large chick nearby, probably from another nest"
2023,little_a,174,greg,245,1,21,1,2,1,1,,,,,,,"4/21: Big branchling around; 5/4: Chick flew away. Flag ."
2023,little_a,176,greg,26,1,21,1,3,2,1,,,,,,,"5/4: Flag ."
2023,little_a,211,greg,4,1,21,1,,2,1,,,,,,,"3/3: both chicks dry 3/10: at least 2 chicks seen, a third was possible 3/24: 1 dead chick hanging nearby; 3/31: Both observed chicks standing on outer edge of 211 nest, unmarked nest nearby with at least 2 chicks in the same general area but farther from marked nest 4/21: 2 big chicks in branches in general area of 211 and 396"
2023,little_a,178,greg,245,1,21,1,2,2,1,,,,,,,"4/21: 1 live chick and one dead chick, 4/28  big branchling in area"
2023,little_a,180,greg,19,1,21,1,2,2,1,,,,,,,"2/24: GREG nest, small eggs, 3/17: chick . out of egg now 4/7: Larger chick mercury sampled, 4/28 other large branchlings in general area; 5/4: Chick looks lively"
2023,little_a,182,greg,14,1,21,1,,2,1,,,,,,,"3/10: at least two chicks seen, a third was possible, 3/17: 3 chicks certain 4/7: 1 C+ 4/21: One large chick in death hunch in the nest "
2023,little_a,337,greg,21,1,21,1,3,2,1,,,,,,,"3/24: chick wet, 1 egg pipping 4/7: 2 C certain 4/21: 1C+, 2 chicks in 337 area but one could've been 180 chick on the run; 5/4: Chick looks really sad"
2023,little_a,339,greg,175,1,6.5,0,,,0,,,,,,,"3/24: 1 dead chick; 3/31: two dead chicks 4/7: nest gone, flag ."
2023,little_a,213,greg,26,1,21,0,3,2,0,,,,,,,"4/7: 3 C certain 4/21: 1 branchling above nest, and one old dead chick, 4/28 branchling above"
2023,little_a,184,greg,175,1,21,0,3,2,0,,,,,,,""
2023,little_a,186,greg,105,0,,,3,,0,,,,,,,"3/10: nest gone, eggshells on the ground. . flagging"
2023,little_a,188,greg,245,1,21,1,3,1,1,,,,,,,"3/24: 1 dead chick 4/7: 2 C certain 4/21: 1 dead chick about 1 foot from nest, no other nests immediately nearby"
2023,little_a,341,greg,175,0,,,,,0,,,,,,,"3/3: high, directly above 339 3/24: nest partially collapsed"
2023,little_a,396,greg,175,0,,,3,,0,,,,,,,"4/21: 2 big chicks in canopy in general area of 211 and 396"
2023,little_a,505,greg,105,1,3.5,0,,,0,,,,,,,"3/24: 1 small dead chick below nest; 3/31: partially gone"
2023,little_a,215,greg,21,1,21,1,3,2,1,,,,,,,"3/17: egg is pipping 4/21: 2 branchlings in general area, plus one dead chick below the nest (unknown origin with several other nests around), 4/28:  dead chick hanging from canopy nearby; 2 branchlings in area between 215, 217, and 219"
2023,little_a,326,greg,12,1,21,1,3,2,1,,,,,,,"4/28: Big branchling above"
2023,little_a,398,greg,35,1,21,1,,2,1,,,,,,,"3/17: certain 3 chicks"
2023,little_a,190,greg,105,0,,,2,,0,,,,,,,"3/10: nest gone, eggshell on ground, . flagging"
2023,little_a,192,greg,105,1,21,1,2,2,1,,,,,,,"3/10: smaller chick slightly damp still 4/21: large dead chick in nest, sampled for mercury, +one large chick in canopy "
2023,little_a,507,greg,35,0,,,,,0,,,,,,,""
2023,little_a,217,greg,105,1,21,1,2,1,1,,,,,,,"4/21: several branchlings around, 4/28: 2 branchlings in area between 215, 217, and 219; 5/4: Flag ."
2023,little_a,219,greg,18,1,21,1,3,2,1,,,,,,,"4/14: sampled for mercury, 4/28: 2 branchlings in area between 215, 217, and 219"
2023,little_a,308,greg,245,1,21,1,3,2,1,,,,,,,"3/3 view from log on trail, far reach; 4/14: 2+ chicks; 4/28:1C+; 5/4: Flag ."
2023,little_a,194,greg,21,1,21,1,3,2,1,,,,,,,"3/17: . now, chick wet 4/21: one chick above nest"
2023,little_a,196,greg,26,0,,,3,,0,,,,,,,"3/24: 1 egg pipping, 1 small dead chick on ground"
2023,little_a,221,greg,14,1,10.5,0,3,,0,,,,,,,"3/17: certain of 3 chicks 3/24: 2 dead chicks hanging near nest; 3/31: flag . "
2023,little_a,198,greg,175,1,21,1,3,2,1,,,,,,,"4/14: sampled for mercury 4/21: 2 branchlings in 200/198 area"
2023,little_a,200,greg,28,1,17.5,0,3,,0,,,,,,,"4/7: 1 C certain, chick small 4/21: 2 branchlings in 200/198 area; 4/28 dying chick in nest"
2023,little_a,202,greg,11,1,21,1,3,2,1,,,,,,,"3/24: could only confirm 2 chicks "
2023,little_a,343,greg,105,1,21,1,3,2,1,,,,,,,"3/24: could only confirm 2 chicks 4/7: Smaller chick found on branch below the nest, mercury sampled and returned to nest 4/21: dead chick"
2023,little_a,509,greg,175,1,21,1,3,1,1,,,,,,," Chick small, but still being fed, 5/11-looks healthy enough, and lively flag ."
2023,little_a,204,greg,19,1,19.5,0,3,,0,,,,,,,"3/10: high and to the west of number, MT nest platform to the east 4/7: trees thick, don't see branchlings 4/21: 2 branchlings running in general area--could've been from other nests"
2023,little_a,223,greg,235,0,,,2,,0,,,,,,,"3/24: at least 1 dead chick in nest "
2023,little_a,225,greg,14,1,10.5,0,3,,0,,,,,,,"3/24: 1 dead chick "
2023,little_a,400,greg,7,1,21,1,,2,1,,,,,,,"3/10: about 2 meters north of number, 3/17: two eggs, one chick, first chick . right now and one egg pipping 3/24: could only confirm 2 chicks; 4/14: bedraggled chicks 4/21: one live chick and one dead chick in nest, mercury sampled live chick"
2023,little_a,206,greg,245,1,21,1,3,2,1,,,,,,,"3/31: 1 dead chick also in nest 4/21: dead chick in nest, at least one branchling above 206/208"
2023,little_a,208,greg,13,1,21,1,3,2,1,,,,,,,"4/14: parent or 3rd chick in nest, would not fly away 4/21: one branchling above 206/208"
2023,little_a,511,greg,245,0,,,3,,0,,,,,,,""
2023,little_a,513,greg,105,0,,,2,,0,,,,,,,""
2023,little_a,227,greg,28,1,3.5,0,2,,0,,,,,,,"3/10: eggshell on the ground, 3/17: relay? 3/24: egg pipping"
2023,little_a,210,greg,19,1,21,1,3,2,1,,,,,,,"a little off the flagged path; 3/31: 1 dead chick also in nest 4/21: one dead chick in nest, and big chick running could've been from 345 or 210, 4/28: two live chicks and one dead in area between 210, 212, and 345 -- dead chick sampled"
2023,little_a,212,greg,245,1,21,1,3,2,1,,,,,,,"a little off the flagged path, 4/28: two live chicks and one dead in area between 210, 212, and 345 -- dead chick sampled"
2023,little_a,328,greg,245,1,13.5,0,3,,0,,,,,,,"3/31: all chicks dry"
2023,little_a,345,greg,175,1,21,1,3,1,1,,,,,,,"3/3: near 210 and 212; 3/31: 1 dead chick also in nest 4/21: chick possibly from 210, 4/28: two live chicks and one dead in area between 210, 212, and 345 -- dead chick sampled"
2023,little_a,330,greg,35,0,,,,,0,,,,,,,"3/3: monstrously tall, above MT nest 3/10 nest gone, eggshell on ground, flag ."
2023,little_a,332,greg,35,1,13.5,0,,,0,,,,,,,"3/24: eggshell on ground; 3/31: flag ."
2023,little_a,334,greg,175,0,,,3,,0,,,,,,,"3/24: eggshell on ground 4/7: nest gone and flag ."
2023,little_a,402,greg,175,0,,,2,,0,,,,,,,"3/10: Up high 3/31: two eggshells on ground 4/7: nest gone and flag ."
2023,little_a,515,greg,215,0,,,2,,0,,,,,,,"3/24: 1 egg hard to see, partially buried in nest material 3/31: egg buried, nest doesn't look active; 4/14: flag ."
2023,little_a,530,greg,35,0,,,,,0,,,,,,,""
2023,little_a,*191,greg,35,0,,,,,0,,,,,,,"3/3: 2 broken eggs on the ground below nest 3/10: relay?"
2023,vacation,257,gbhe,35,0,,,,,0,,,,,,,"3/6: eggshell of 2 eggs on the ground below nest"
2023,vacation,259,gbhe,14,1,10.5,0,3,,0,,,,,,,"4/13: pink paper in vicinity"
2023,vacation,47,greg,105,0,,,1,,0,,,,,,,"2/20: nest E of trail 3/6: eggshell on ground below nest"
2023,vacation,90,greg,28,1,21,1,2,2,1,,,,,,,"4/13: chicks very small, yellow paper placed to the west 4/18: one chick in nest looks very weak; 5/1: Larger of the 2 chicks is possibly dead in nest; 5/8: Flag ."
2023,vacation,92,greg,20,1,21,1,,1,1,,,,,,,"3/13-chick dry, 4/13: parent still here"
2023,vacation,78,greg,245,0,,,2,,0,,,,,,,"3/20: eggshells on ground"
2023,vacation,214,greg,245,1,21,1,3,2,1,,,,,,,"4/3: to R of trail on the way in 4/13: one chick may be dead, orange paper to the east below nest 4/18: highly decomposed chick matter under nest"
2023,vacation,229,greg,175,0,,,2,,0,,,,,,,"3/20: eggshells on ground 4/13: pink paper on vegetation to the west of nest, hard to see"
2023,vacation,216,greg,175,0,,,2,,0,,,,,,,"3/20: eggshells on ground 3/27 GREG re-lay; 4/3: eggshell on ground 4/13: blue paper in nest"
2023,vacation,231,greg,26,1,21,0,3,,0,,,,,,,"4/3: egg likely dead 4/13: dead chick in nest, orange paper to the S. East near nest 4/18: dead chick under nest--mercury sampled"
2023,vacation,233,greg,105,0,,,2,,0,,,,,,,"3/20: eggshells on ground 4/13: pink paper near where nest was"
2023,vacation,235,greg,175,0,,,3,,0,,,,,,,"3/27: nest mostly gone 4/13: orange paper in tree top "
2023,vacation,218,greg,35,0,,,,,0,,,,,,,"3/20: eggshells on ground 4/13: blue paper in nest "
2023,vacation,220,greg,245,1,21,1,3,1,1,,,,,,,"4/3: certain 3 chicks 4/13: one dead chick also in nest, live chick very small 4/24: chick sampled for mercury; 5/8: Flag ."
2023,vacation,222,greg,19,1,21,1,3,2,1,,,,,,,"4/18: largest chick mercury sampled 4/24: Likely dead chick in nest as well, didn't fully check to avoid scaring off live chick; 5/8: Flag ."
2023,vacation,224,greg,35,0,,,,,0,,,,,,,"3/6: eggshell on ground below nest 4/13: pink paper in nest"
2023,vacation,237,greg,28,1,21,1,3,1,1,,,,,,,"4/3: certain 3 chicks 4/18: 1C+, one chick seen and didn't disturb to look for more 4/24: chick sampled for mercury; 5/8: Flag ."
2023,vacation,239,greg,105,0,,,3,,0,,,,,,,"3/13: broken eggshell on ground; 4/3: eggshell on ground 4/13: blue paper in nest"
2023,vacation,241,greg,21,1,3.5,0,2,,0,,,,,,,"2/27 on blue flagged offshoot off to the right, 3/20:one egg pipping, 1 chick wet. 4/13: pink paper in nest"
2023,vacation,226,greg,28,1,21,1,3,1,1,,,,,,,"2/27 on blue flagged offshoot off to the right 4/24: chick sampled for mercury; 5/8: Flag ."
2023,vacation,243,greg,35,0,,,,,0,,,,,,,"3/6: three whole eggs on the ground below nest, unbroken! 3/27: nest gone 4/13: orange paper "
2023,vacation,245,greg,26,1,21,1,3,1,1,,,,,,,"4/13: parent present 4/24: chick sampled for mercury; 5/8: Flag .. Dead chick in nest"
2023,vacation,249,greg,105,0,,,1,,0,,,,,,,"4/3: eggshell in nest"
2023,vacation,247,greg,35,0,,,,,0,,,,,,,"3/6: eggshells on the ground below nest"
2023,vacation,251,greg,245,0,,,3,,0,,,,,,,"4/13: blue paper in nest"
2023,vacation,253,greg,245,0,,,3,,0,,,,,,,"3/27: 2-3 broken eggs in the nest 4/13: pink paper in nest, nest in subcanopy"
2023,vacation,255,greg,26,1,14,0,3,,0,,,,,,,"4/13: yellow paper under nest"
2023,vacation,347,greg,35,0,,,,,0,,,,,,,"3/6: new nest right before 229, behind too tall GBHE nest 3/27: nest gone"
2023,vacation,349,greg,105,0,,,3,,0,,,,,,,"3/20: eggshell on ground 4/13: nest gone"
2023,vacation,336,greg,35,0,,,,,0,,,,,,,"3/6: next to 243 4/13: yellow paper in nest"
2023,vacation,338,greg,245,0,,,2,,0,,,,,,,"3/6: after 336 4/13: blue paper in nest"
2023,vacation,351,greg,175,1,15.5,0,3,,0,,,,,,,"3/6: nest along new curve to the right added to transect line 4/13: 3 dead chicks in nest, orange paper in nest"
2023,vacation,346,greg,245,1,21,1,3,1,1,,,,,,,"3/6: nest along new curve to the right added to transect line 3/27: nest seems thinly constructed and eggs appear rolled"
2023,vacation,340,greg,19,1,14,0,3,,0,,,,,,,"3/6: nest along new curve to the right added to transect line 4/13: 2 dead chicks "
2023,vacation,342,greg,105,0,,,2,,0,,,,,,,"3/6: nest along new curve to the right added to transect line; 3/20: eggshells in nest 3/27: nest partially gone 4/13: pink paper, nest in understory"
2023,vacation,344,greg,105,0,,,2,,0,,,,,,,"3/6: nest along new curve to the right added to transect line; 3/20: eggshells on ground 4/3: nest gone"
2023,vacation,353,greg,245,0,,,3,,0,,,,,,,"3/6: off to the left between 253 and 255; 4/3: two broken eggs in nest 4/13: pink in nest"
2023,vacation,404,greg,225,0,,,3,,0,,,,,,,"3/13: pretty far to the left, hard to see pink flag. After 244, before 237. Double blue flag to mark."
2023,vacation,406,greg,175,0,,,3,,0,,,,,,,"3/13: next to 346; 4/3: one slashed egg in nest 4/13: pink paper in nest"
2023,vacation,408,greg,175,0,,,3,,0,,,,,,,"3/13: after 340;  4/3: eggshell on ground 4/13: orange paper in nest"
2023,vacation,410,greg,35,0,,,,,0,,,,,,,"4/13: yellow paper in nest"
