"year","colony","nest_number","species","n_days_incubation","incubation_success","n_days_nestling","nestling_success","clutch","brood","fledged","clutch_type","young_lost","real_success","real_failure","start_date","end_date","notes"
2011,joule,311,greg,,,,,3,2,2,,,,,,,""
2011,joule,295,greg,,,,,2,2,2,,,,,,,""
2011,joule,297,greg,,,,,3,3,3,,,,,,,""
2011,joule,268,greg,,,,,3,3,2,,,,,,,""
2011,joule,313,greg,,,,,3,2,2,,,,,,,""
2011,joule,299,greg,,,,,3,3,3,,,,,,,""
2011,joule,270,greg,,,,,2,2,2,,,,,,,""
2011,joule,309,greg,,,,,3,3,2,,,,,,,""
2011,joule,315,greg,,,,,3,1,1,,,,,,,""
2011,joule,317,greg,,,,,3,3,3,,,,,,,""
2011,joule,272,greg,,,,,3,3,3,,,,,,,""
2011,joule,307,greg,,,,,3,2,2,,,,,,,""
2011,joule,319,greg,,,,,3,3,3,,,,,,,""
2011,joule,274,greg,,,,,3,3,3,,,,,,,""
2011,joule,305,greg,,,,,3,3,3,,,,,,,""
2011,joule,276,greg,,,,,3,3,3,,,,,,,""
2011,joule,303,greg,,,,,3,3,3,,,,,,,""
2011,joule,321,greg,,,,,3,3,3,,,,,,,""
2011,joule,301,greg,,,,,4,4,3,,,,,,,""
2011,joule,323,greg,,,,,3,3,3,,,,,,,""
2011,joule,341,greg,,,,,3,3,3,,,,,,,""
2011,joule,343,greg,,,,,1,0,0,,,,,,,""
2011,joule,345,greg,,,,,2,2,2,,,,,,,""
2011,joule,347,greg,,,,,2,2,2,,,,,,,""
2011,joule,349,greg,,,,,1,3,3,,,,,,,""
2011,joule,351,greg,,,,,3,2,2,,,,,,,""
2011,joule,353,greg,,,,,0,2,2,,,,,,,""
2011,joule,273,rosp,,,,,3,2,2,,,,,,,""
2011,joule,280,rosp,,,,,1,0,0,,,,,,,""
2011,joule,337,rosp,,,,,3,3,3,,,,,,,""
2011,joule,256,smda,,,,,3,2,2,,,,,,,""
2011,joule,282,smhe,,,,,3,2,2,,,,,,,""
2011,joule,284,smhe,,,,,2,0,0,,,,,,,""
2011,joule,325,smhe,,,,,2,2,2,,,,,,,""
2011,tamiami_west,96,bcnh,,,,,3,3,3,,,,,,,""
2011,tamiami_west,98,bcnh,,,,,3,3,3,,,,,,,""
2011,tamiami_west,100,bcnh,,,,,4,3,3,,,,,,,""
2011,tamiami_west,101,bcnh,,,,,3,3,3,,,,,,,""
2011,tamiami_west,104,bcnh,,,,,3,2,2,,,,,,,""
2011,tamiami_west,106,bcnh,,,,,6,4,4,,,,,,,""
2011,tamiami_west,110,bcnh,,,,,3,3,2,,,,,,,""
2011,tamiami_west,112,bcnh,,,,,3,3,3,,,,,,,""
2011,tamiami_west,114,bcnh,,,,,3,3,3,,,,,,,""
2011,tamiami_west,116,bcnh,,,,,4,3,0,,,,,,,""
2011,tamiami_west,115,bcnh,,,,,3,3,3,,,,,,,""
2011,tamiami_west,120,bcnh,,,,,3,2,2,,,,,,,""
2011,tamiami_west,122,bcnh,,,,,4,4,4,,,,,,,""
2011,tamiami_west,124,bcnh,,,,,4,1,1,,,,,,,""
2011,tamiami_west,117,bcnh,,,,,3,3,0,,,,,,,""
2011,tamiami_west,121,bcnh,,,,,3,3,3,,,,,,,""
2011,tamiami_west,128,bcnh,,,,,3,3,3,,,,,,,""
2011,tamiami_west,127,bcnh,,,,,4,3,3,,,,,,,""
2011,tamiami_west,130,bcnh,,,,,4,4,4,,,,,,,""
2011,tamiami_west,129,bcnh,,,,,3,2,2,,,,,,,""
2011,tamiami_west,131,bcnh,,,,,4,3,3,,,,,,,""
2011,tamiami_west,134,bcnh,,,,,3,3,3,,,,,,,""
2011,tamiami_west,136,bcnh,,,,,3,2,2,,,,,,,""
2011,tamiami_west,138,bcnh,,,,,3,3,3,,,,,,,""
2011,tamiami_west,135,bcnh,,,,,4,4,4,,,,,,,""
2011,tamiami_west,143,bcnh,,,,,4,4,4,,,,,,,""
2011,tamiami_west,145,bcnh,,,,,4,2,2,,,,,,,""
2011,tamiami_west,152,bcnh,,,,,3,3,3,,,,,,,""
2011,tamiami_west,151,bcnh,,,,,3,2,2,,,,,,,""
2011,tamiami_west,157,bcnh,,,,,3,3,3,,,,,,,""
2011,tamiami_west,197,bcnh,,,,,3,2,1,,,,,,,""
2011,tamiami_west,413,bcnh,,,,,3,3,3,,,,,,,""
2011,tamiami_west,203,bcnh,,,,,0,2,2,,,,,,,""
2011,tamiami_west,204,bcnh,,,,,2,1,0,,,,,,,""
2011,tamiami_west,206,bcnh,,,,,2,3,3,,,,,,,""
2011,tamiami_west,207,bcnh,,,,,1,3,3,,,,,,,""
2011,tamiami_west,208,bcnh,,,,,4,3,3,,,,,,,""
2011,tamiami_west,211,bcnh,,,,,3,2,2,,,,,,,""
2011,tamiami_west,417,bcnh,,,,,4,2,2,,,,,,,""
2011,tamiami_west,358,bcnh,,,,,4,3,3,,,,,,,""
2011,tamiami_west,219,bcnh,,,,,0,4,4,,,,,,,""
2011,tamiami_west,368,bcnh,,,,,3,3,3,,,,,,,""
2011,tamiami_west,429,bcnh,,,,,0,3,3,,,,,,,""
2011,tamiami_west,76,greg,,,,,3,3,3,,,,,,,""
2011,tamiami_west,78,greg,,,,,3,2,2,,,,,,,""
2011,tamiami_west,80,greg,,,,,1,0,0,,,,,,,""
2011,tamiami_west,84,greg,,,,,2,0,0,,,,,,,""
2011,tamiami_west,86,greg,,,,,3,3,3,,,,,,,""
2011,tamiami_west,88,greg,,,,,3,2,2,,,,,,,""
2011,tamiami_west,90,greg,,,,,3,3,3,,,,,,,""
2011,tamiami_west,92,greg,,,,,3,3,3,,,,,,,""
2011,tamiami_west,94,greg,,,,,3,3,3,,,,,,,""
2011,tamiami_west,180,greg,,,,,3,3,3,,,,,,,""
2011,tamiami_west,178,greg,,,,,3,3,3,,,,,,,""
2011,tamiami_west,184,greg,,,,,2,2,2,,,,,,,""
2011,tamiami_west,352,greg,,,,,3,0,0,,,,,,,""
2011,tamiami_west,423,greg,,,,,3,3,3,,,,,,,""
2011,tamiami_west,144,lbhe,,,,,3,3,3,,,,,,,""
2011,tamiami_west,205,lbhe,,,,,1,2,2,,,,,,,""
2011,tamiami_west,99,smhe,,,,,4,0,0,,,,,,,""
2011,tamiami_west,102,smhe,,,,,3,0,0,,,,,,,""
2011,tamiami_west,108,smhe,,,,,3,2,2,,,,,,,""
2011,tamiami_west,125,smhe,,,,,3,2,2,,,,,,,""
2011,tamiami_west,139,smhe,,,,,3,0,0,,,,,,,""
2011,tamiami_west,146,smhe,,,,,3,3,3,,,,,,,""
2011,tamiami_west,148,smhe,,,,,4,3,3,,,,,,,""
2011,tamiami_west,155,smhe,,,,,3,3,3,,,,,,,""
2011,tamiami_west,182,smhe,,,,,3,0,0,,,,,,,""
2011,tamiami_west,163,smhe,,,,,3,0,0,,,,,,,""
2011,tamiami_west,194,smhe,,,,,3,0,0,,,,,,,""
2011,tamiami_west,199,smhe,,,,,3,0,0,,,,,,,""
2011,tamiami_west,350,smhe,,,,,3,0,0,,,,,,,""
2011,tamiami_west,198,smhe,,,,,0,2,0,,,,,,,""
2011,tamiami_west,356,smhe,,,,,4,0,0,,,,,,,""
2011,tamiami_west,217,smhe,,,,,3,0,0,,,,,,,""
2011,tamiami_west,421,smhe,,,,,3,1,1,,,,,,,""
2011,tamiami_west,366,smhe,,,,,3,0,0,,,,,,,""
2011,tamiami_west,212,smhe,,,,,3,0,0,,,,,,,""
2011,tamiami_west,370,smhe,,,,,3,0,0,,,,,,,""
2011,tamiami_west,221,smhe,,,,,3,0,0,,,,,,,""
2011,tamiami_west,425,smhe,,,,,3,0,0,,,,,,,""
2011,tamiami_west,118,sneg,,,,,4,4,0,,,,,,,""
2011,tamiami_west,132,sneg,,,,,4,3,3,,,,,,,""
2011,tamiami_west,200,sneg,,,,,3,1,1,,,,,,,""
2011,tamiami_west,202,sneg,,,,,4,4,4,,,,,,,""
2011,tamiami_west,213,sneg,,,,,3,3,3,,,,,,,""
2011,tamiami_west,419,sneg,,,,,3,2,2,,,,,,,""
2011,tamiami_west,201,trhe,,,,,3,3,3,,,,,,,""
2011,tamiami_west,415,trhe,,,,,4,3,3,,,,,,,""
2011,tamiami_west,210,trhe,,,,,3,2,2,,,,,,,""
2011,tamiami_west,82,whib,,,,,2,2,2,,,,,,,""
2011,tamiami_west,330,whib,,,,,3,0,0,,,,,,,""
2011,tamiami_west,332,whib,,,,,3,1,0,,,,,,,""
2011,tamiami_west,159,whib,,,,,3,3,3,,,,,,,""
2011,tamiami_west,161,whib,,,,,2,3,3,,,,,,,""
2011,tamiami_west,165,whib,,,,,3,0,0,,,,,,,""
2011,tamiami_west,171,whib,,,,,2,2,0,,,,,,,""
2011,tamiami_west,173,whib,,,,,2,0,0,,,,,,,""
2011,tamiami_west,334,whib,,,,,3,1,1,,,,,,,""
2011,tamiami_west,336,whib,,,,,2,0,0,,,,,,,""
2011,tamiami_west,338,whib,,,,,2,0,0,,,,,,,""
2011,tamiami_west,340,whib,,,,,3,2,2,,,,,,,""
2011,tamiami_west,186,whib,,,,,4,0,0,,,,,,,""
2011,tamiami_west,167,whib,,,,,3,3,3,,,,,,,""
2011,tamiami_west,169,whib,,,,,2,3,3,,,,,,,""
2011,tamiami_west,342,whib,,,,,2,0,0,,,,,,,""
2011,tamiami_west,188,whib,,,,,2,0,0,,,,,,,""
2011,tamiami_west,175,whib,,,,,2,0,0,,,,,,,""
2011,tamiami_west,177,whib,,,,,2,3,3,,,,,,,""
2011,tamiami_west,179,whib,,,,,2,0,0,,,,,,,""
2011,tamiami_west,181,whib,,,,,3,0,0,,,,,,,""
2011,tamiami_west,183,whib,,,,,4,2,0,,,,,,,""
2011,tamiami_west,344,whib,,,,,2,0,0,,,,,,,""
2011,tamiami_west,346,whib,,,,,2,0,0,,,,,,,""
2011,tamiami_west,348,whib,,,,,2,0,0,,,,,,,""
2011,tamiami_west,185,whib,,,,,2,1,1,,,,,,,""
2011,tamiami_west,187,whib,,,,,3,0,0,,,,,,,""
2011,tamiami_west,189,whib,,,,,2,0,0,,,,,,,""
2011,tamiami_west,190,whib,,,,,3,0,0,,,,,,,""
2011,tamiami_west,192,whib,,,,,2,0,0,,,,,,,""
2011,tamiami_west,191,whib,,,,,2,2,2,,,,,,,""
2011,tamiami_west,193,whib,,,,,3,2,2,,,,,,,""
2011,tamiami_west,195,whib,,,,,2,0,0,,,,,,,""
2011,tamiami_west,411,whib,,,,,3,1,1,,,,,,,""
2011,tamiami_west,196,whib,,,,,3,0,0,,,,,,,""
2011,tamiami_west,209,whib,,,,,1,1,1,,,,,,,""
2011,tamiami_west,360,whib,,,,,3,0,0,,,,,,,""
2011,tamiami_west,362,whib,,,,,3,2,0,,,,,,,""
2011,tamiami_west,364,whib,,,,,3,2,2,,,,,,,""
2011,tamiami_west,215,whib,,,,,2,1,1,,,,,,,""
2011,tamiami_west,427,whib,,,,,3,0,0,,,,,,,""
2011,tamiami_west,214,whib,,,,,2,0,0,,,,,,,""
2011,tamiami_west,372,whib,,,,,3,2,2,,,,,,,""
2011,tamiami_west,223,whib,,,,,2,1,1,,,,,,,""
2011,tamiami_west,374,whib,,,,,3,2,2,,,,,,,""
2011,tamiami_west,376,whib,,,,,2,2,2,,,,,,,""
2011,tamiami_west,378,whib,,,,,2,2,2,,,,,,,""
2011,tamiami_west,380,whib,,,,,1,1,1,,,,,,,""
2011,tamiami_west,382,whib,,,,,2,2,2,,,,,,,""
2011,tamiami_west,225,whib,,,,,2,2,2,,,,,,,""
2011,tamiami_west,384,whib,,,,,1,0,0,,,,,,,""
2011,tamiami_west,431,whib,,,,,2,1,1,,,,,,,""
2011,tamiami_west,216,whib,,,,,2,2,2,,,,,,,""
2011,tamiami_west,218,whib,,,,,2,2,2,,,,,,,""
2011,tamiami_west,220,whib,,,,,3,2,2,,,,,,,""
2011,tamiami_west,386,whib,,,,,3,3,3,,,,,,,""
2011,tamiami_west,433,whib,,,,,2,2,2,,,,,,,""
2011,tamiami_west,435,whib,,,,,1,1,1,,,,,,,""
2011,tamiami_west,437,whib,,,,,3,2,2,,,,,,,""
2011,tamiami_west,439,whib,,,,,3,0,0,,,,,,,""
2011,tamiami_west,229,whib,,,,,2,2,2,,,,,,,""
2011,tamiami_west,231,whib,,,,,2,2,2,,,,,,,""
2011,tamiami_west,233,whib,,,,,2,2,2,,,,,,,""
2011,tamiami_west,235,whib,,,,,2,2,2,,,,,,,""
2011,tamiami_west,441,whib,,,,,1,1,1,,,,,,,""
2011,tamiami_west,443,whib,,,,,1,2,2,,,,,,,""
2011,tamiami_west,103,wost,,,,,3,0,0,,,,,,,""
2011,tamiami_west,105,wost,,,,,4,4,4,,,,,,,""
2011,tamiami_west,105,wost,,,,,4,3,3,,,,,,,""
2011,tamiami_west,107,wost,,,,,1,0,0,,,,,,,""
2011,tamiami_west,109,wost,,,,,3,3,3,,,,,,,""
2011,tamiami_west,111,wost,,,,,4,3,3,,,,,,,""
2011,tamiami_west,113,wost,,,,,5,2,3,,,,,,,""
2011,tamiami_west,119,wost,,,,,3,3,3,,,,,,,""
2011,tamiami_west,123,wost,,,,,4,3,3,,,,,,,""
2011,tamiami_west,126,wost,,,,,4,3,3,,,,,,,""
2011,tamiami_west,133,wost,,,,,4,2,2,,,,,,,""
2011,tamiami_west,140,wost,,,,,3,3,3,,,,,,,""
2011,tamiami_west,142,wost,,,,,3,2,2,,,,,,,""
2011,tamiami_west,137,wost,,,,,3,3,3,,,,,,,""
2011,tamiami_west,141,wost,,,,,4,0,0,,,,,,,""
2011,tamiami_west,147,wost,,,,,4,4,4,,,,,,,""
2011,tamiami_west,150,wost,,,,,2,0,0,,,,,,,""
2011,tamiami_west,149,wost,,,,,3,3,3,,,,,,,""
2011,tamiami_west,153,wost,,,,,1,0,0,,,,,,,""
2011,tamiami_west,354,wost,,,,,3,4,4,,,,,,,""
2011,vacation,1,gbhe,,,,,4,3,3,,,,,,,""
2011,vacation,3,gbhe,,,,,3,3,2,,,,,,,""
2011,vacation,7,gbhe,,,,,3,3,3,,,,,,,""
2011,vacation,12,gbhe,,,,,4,3,2,,,,,,,""
2011,vacation,19,gbhe,,,,,3,4,4,,,,,,,""
2011,vacation,27,gbhe,,,,,2,2,1,,,,,,,""
2011,vacation,5,greg,,,,,4,0,0,,,,,,,""
2011,vacation,6,greg,,,,,2,0,0,,,,,,,""
2011,vacation,9,greg,,,,,4,1,0,,,,,,,""
2011,vacation,8,greg,,,,,3,1,0,,,,,,,""
2011,vacation,10,greg,,,,,3,3,2,,,,,,,""
2011,vacation,11,greg,,,,,3,3,3,,,,,,,""
2011,vacation,13,greg,,,,,3,3,3,,,,,,,""
2011,vacation,14,greg,,,,,3,3,3,,,,,,,""
2011,vacation,15,greg,,,,,2,1,1,,,,,,,""
2011,vacation,16,greg,,,,,3,3,3,,,,,,,""
2011,vacation,17,greg,,,,,3,3,0,,,,,,,""
2011,vacation,18,greg,,,,,3,3,3,,,,,,,""
2011,vacation,20,greg,,,,,4,4,0,,,,,,,""
2011,vacation,21,greg,,,,,3,3,3,,,,,,,""
2011,vacation,22,greg,,,,,3,3,2,,,,,,,""
2011,vacation,25,greg,,,,,3,1,1,,,,,,,""
2011,vacation,26,greg,,,,,3,1,1,,,,,,,""
2011,vacation,28,greg,,,,,3,3,3,,,,,,,""
2011,vacation,30,greg,,,,,2,3,2,,,,,,,""
2011,vacation,32,greg,,,,,3,3,3,,,,,,,""
2011,vacation,36,greg,,,,,3,3,3,,,,,,,""
2011,vacation,38,greg,,,,,3,2,2,,,,,,,""
2011,vacation,40,greg,,,,,4,3,3,,,,,,,""
2011,vacation,42,greg,,,,,3,3,3,,,,,,,""
2011,vacation,29,greg,,,,,3,3,3,,,,,,,""
2011,vacation,44,greg,,,,,3,3,3,,,,,,,""
2011,vacation,31,greg,,,,,3,3,3,,,,,,,""
2011,vacation,48,greg,,,,,3,2,2,,,,,,,""
2011,vacation,33,greg,,,,,4,3,3,,,,,,,""
2011,vacation,52,greg,,,,,3,3,3,,,,,,,""
2011,vacation,58,greg,,,,,3,3,3,,,,,,,""
2011,vacation,60,greg,,,,,3,2,2,,,,,,,""
2011,vacation,62,greg,,,,,3,2,2,,,,,,,""
2011,vacation,432,greg,,,,,3,3,2,,,,,,,""
2011,vacation,436,greg,,,,,2,2,,,,,,,,""
2011,vacation,35,greg,,,,,2,0,0,,,,,,,""
2011,vacation,53,greg,,,,,2,0,0,,,,,,,""
2011,vacation,438,greg,,,,,3,0,0,,,,,,,""
2011,vacation,227,greg,,,,,2,0,0,,,,,,,""
2011,vacation,546,greg,,,,,4,3,3,,,,,,,""
2011,vacation,2,smhe,,,,,2,0,0,,,,,,,""
2011,vacation,4,smhe,,,,,1,0,0,,,,,,,""
2011,vacation,23,smhe,,,,,2,0,0,,,,,,,""
2011,vacation,24,smhe,,,,,3,0,0,,,,,,,""
2011,vacation,50,smhe,,,,,3,2,2,,,,,,,""
2011,vacation,54,smhe,,,,,3,3,3,,,,,,,""
2011,vacation,56,smhe,,,,,3,3,3,,,,,,,""
2011,vacation,64,smhe,,,,,3,3,3,,,,,,,""
2011,vacation,66,smhe,,,,,3,3,3,,,,,,,""
2011,vacation,68,smhe,,,,,3,1,1,,,,,,,""
2011,vacation,70,smhe,,,,,3,3,3,,,,,,,""
2011,vacation,72,smhe,,,,,3,3,3,,,,,,,""
2011,vacation,74,smhe,,,,,2,0,0,,,,,,,""
2011,vacation,39,smhe,,,,,3,0,0,,,,,,,""
2011,vacation,41,smhe,,,,,3,0,0,,,,,,,""
2011,vacation,43,smhe,,,,,3,0,0,,,,,,,""
2011,vacation,45,smhe,,,,,2,1,1,,,,,,,""
2011,vacation,47,smhe,,,,,2,0,0,,,,,,,""
2011,vacation,51,smhe,,,,,3,0,0,,,,,,,""
2011,vacation,34,smwh,,,,,3,3,2,,,,,,,""
2011,vacation,46,smwh,,,,,3,3,3,,,,,,,""
2011,vacation,37,smwh,,,,,3,1,1,,,,,,,""
2011,vacation,49,smwh,,,,,3,1,1,,,,,,,""
2011,yonteau,514,glib,,,,,4,3,3,,,,,,,""
2011,yonteau,450,greg,,,,,3,3,2,,,,,,,""
2011,yonteau,512,greg,,,,,3,3,3,,,,,,,""
2011,yonteau,367,lbhe,,,,,4,4,,,,,,,,""
2011,yonteau,704,lbhe,,,,,4,4,3,,,,,,,""
2011,yonteau,440,smhe,,,,,4,0,0,,,,,,,""
2011,yonteau,361,smhe,,,,,1,0,0,,,,,,,""
2011,yonteau,400,smhe,,,,,3,0,0,,,,,,,""
2011,yonteau,454,smhe,,,,,1,0,0,,,,,,,""
2011,yonteau,402,smhe,,,,,2,2,2,,,,,,,""
2011,yonteau,456,smhe,,,,,2,0,0,,,,,,,""
2011,yonteau,406,smhe,,,,,1,0,0,,,,,,,""
2011,yonteau,410,smhe,,,,,2,0,0,,,,,,,""
2011,yonteau,474,smhe,,,,,3,0,0,,,,,,,""
2011,yonteau,383,smhe,,,,,2,0,0,,,,,,,""
2011,yonteau,385,smhe,,,,,4,0,0,,,,,,,""
2011,yonteau,476,smhe,,,,,3,3,3,,,,,,,""
2011,yonteau,401,smhe,,,,,4,4,3,,,,,,,""
2011,yonteau,420,smhe,,,,,2,0,0,,,,,,,""
2011,yonteau,502,smhe,,,,,3,0,0,,,,,,,""
2011,yonteau,700,smhe,,,,,3,3,3,,,,,,,""
2011,yonteau,540,smhe,,,,,2,2,2,,,,,,,""
2011,yonteau,705,smhe,,,,,4,0,0,,,,,,,""
2011,yonteau,713,smhe,,,,,2,0,0,,,,,,,""
2011,yonteau,717,smhe,,,,,3,0,,,,,,,,""
2011,yonteau,706,smhe,,,,,3,0,0,,,,,,,""
2011,yonteau,710,smhe,,,,,4,0,,,,,,,,""
2011,yonteau,442,smwh,,,,,3,3,3,,,,,,,""
2011,yonteau,725,smwh,,,,,4,2,2,,,,,,,""
2011,yonteau,448,sneg,,,,,4,3,3,,,,,,,""
2011,yonteau,478,sneg,,,,,3,3,3,,,,,,,""
2011,yonteau,482,sneg,,,,,2,3,3,,,,,,,""
2011,yonteau,484,sneg,,,,,3,3,3,,,,,,,""
2011,yonteau,508,sneg,,,,,3,2,2,,,,,,,""
2011,yonteau,404,trhe,,,,,3,3,3,,,,,,,""
2011,yonteau,458,trhe,,,,,3,2,2,,,,,,,""
2011,yonteau,470,trhe,,,,,3,3,2,,,,,,,""
2011,yonteau,379,trhe,,,,,3,3,2,,,,,,,""
2011,yonteau,416,trhe,,,,,4,4,4,,,,,,,""
2011,yonteau,395,trhe,,,,,3,3,3,,,,,,,""
2011,yonteau,399,trhe,,,,,4,3,3,,,,,,,""
2011,yonteau,480,trhe,,,,,3,3,3,,,,,,,""
2011,yonteau,422,trhe,,,,,2,2,2,,,,,,,""
2011,yonteau,424,trhe,,,,,3,3,3,,,,,,,""
2011,yonteau,486,trhe,,,,,3,3,3,,,,,,,""
2011,yonteau,428,trhe,,,,,3,3,3,,,,,,,""
2011,yonteau,510,trhe,,,,,3,3,2,,,,,,,""
2011,yonteau,409,trhe,,,,,3,3,,,,,,,,""
2011,yonteau,516,trhe,,,,,3,3,3,,,,,,,""
2011,yonteau,504,trhe,,,,,3,3,2,,,,,,,""
2011,yonteau,528,trhe,,,,,3,3,3,,,,,,,""
2011,yonteau,703,trhe,,,,,4,4,,,,,,,,""
2011,yonteau,707,trhe,,,,,3,3,3,,,,,,,""
2011,yonteau,709,trhe,,,,,3,2,2,,,,,,,""
2011,yonteau,711,trhe,,,,,3,2,,,,,,,,""
2011,yonteau,719,trhe,,,,,3,3,,,,,,,,""
2011,yonteau,723,trhe,,,,,3,2,,,,,,,,""
2011,yonteau,708,trhe,,,,,3,2,2,,,,,,,""
2011,yonteau,390,whib,,,,,2,0,0,,,,,,,""
2011,yonteau,392,whib,,,,,2,0,0,,,,,,,""
2011,yonteau,444,whib,,,,,2,2,2,,,,,,,""
2011,yonteau,446,whib,,,,,1,0,0,,,,,,,""
2011,yonteau,396,whib,,,,,2,2,2,,,,,,,""
2011,yonteau,394,whib,,,,,3,2,2,,,,,,,""
2011,yonteau,355,whib,,,,,2,2,2,,,,,,,""
2011,yonteau,398,whib,,,,,2,0,0,,,,,,,""
2011,yonteau,357,whib,,,,,1,0,0,,,,,,,""
2011,yonteau,359,whib,,,,,4,0,0,,,,,,,""
2011,yonteau,452,whib,,,,,2,1,1,,,,,,,""
2011,yonteau,363,whib,,,,,3,0,0,,,,,,,""
2011,yonteau,365,whib,,,,,2,0,0,,,,,,,""
2011,yonteau,408,whib,,,,,2,0,,,,,,,,""
2011,yonteau,460,whib,,,,,2,2,2,,,,,,,""
2011,yonteau,462,whib,,,,,3,0,0,,,,,,,""
2011,yonteau,369,whib,,,,,3,0,0,,,,,,,""
2011,yonteau,464,whib,,,,,2,2,2,,,,,,,""
2011,yonteau,466,whib,,,,,2,2,2,,,,,,,""
2011,yonteau,371,whib,,,,,3,3,3,,,,,,,""
2011,yonteau,373,whib,,,,,3,3,3,,,,,,,""
2011,yonteau,412,whib,,,,,2,2,1,,,,,,,""
2011,yonteau,375,whib,,,,,3,3,3,,,,,,,""
2011,yonteau,468,whib,,,,,2,1,1,,,,,,,""
2011,yonteau,414,whib,,,,,2,2,2,,,,,,,""
2011,yonteau,377,whib,,,,,3,3,,,,,,,,""
2011,yonteau,381,whib,,,,,3,3,2,,,,,,,""
2011,yonteau,472,whib,,,,,3,3,2,,,,,,,""
2011,yonteau,389,whib,,,,,3,2,2,,,,,,,""
2011,yonteau,391,whib,,,,,3,3,3,,,,,,,""
2011,yonteau,393,whib,,,,,3,0,,,,,,,,""
2011,yonteau,397,whib,,,,,3,2,2,,,,,,,""
2011,yonteau,418,whib,,,,,3,2,2,,,,,,,""
2011,yonteau,426,whib,,,,,2,0,0,,,,,,,""
2011,yonteau,488,whib,,,,,3,3,3,,,,,,,""
2011,yonteau,490,whib,,,,,3,3,3,,,,,,,""
2011,yonteau,492,whib,,,,,3,3,3,,,,,,,""
2011,yonteau,403,whib,,,,,3,2,2,,,,,,,""
2011,yonteau,430,whib,,,,,3,2,2,,,,,,,""
2011,yonteau,405,whib,,,,,2,3,3,,,,,,,""
2011,yonteau,494,whib,,,,,3,3,3,,,,,,,""
2011,yonteau,496,whib,,,,,3,3,3,,,,,,,""
2011,yonteau,498,whib,,,,,3,3,3,,,,,,,""
2011,yonteau,407,whib,,,,,3,1,1,,,,,,,""
2011,yonteau,506,whib,,,,,2,2,2,,,,,,,""
2011,yonteau,500,whib,,,,,3,1,1,,,,,,,""
2011,yonteau,518,whib,,,,,3,2,2,,,,,,,""
2011,yonteau,520,whib,,,,,3,0,0,,,,,,,""
2011,yonteau,522,whib,,,,,3,2,2,,,,,,,""
2011,yonteau,524,whib,,,,,3,2,2,,,,,,,""
2011,yonteau,526,whib,,,,,3,0,0,,,,,,,""
2011,yonteau,530,whib,,,,,3,0,0,,,,,,,""
2011,yonteau,532,whib,,,,,2,2,2,,,,,,,""
2011,yonteau,534,whib,,,,,3,0,0,,,,,,,""
2011,yonteau,536,whib,,,,,2,0,0,,,,,,,""
2011,yonteau,538,whib,,,,,2,2,2,,,,,,,""
2011,yonteau,542,whib,,,,,2,2,2,,,,,,,""
2011,yonteau,701,whib,,,,,2,0,0,,,,,,,""
2011,yonteau,702,whib,,,,,3,2,,,,,,,,""
2011,yonteau,715,whib,,,,,2,0,0,,,,,,,""
2011,yonteau,721,whib,,,,,2,1,0,,,,,,,""
2011,yonteau,727,whib,,,,,3,3,3,,,,,,,""
2011,yonteau,729,whib,,,,,2,2,2,,,,,,,""
2011,yonteau,712,whib,,,,,3,3,2,,,,,,,""
2012,6th_bridge,53,bcnh,,,,,2,2,2,,,,,,,""
2012,6th_bridge,19,greg,,,,,2,0,0,,,,,,,""
2012,6th_bridge,89,greg,,,,,2,0,0,,,,,,,""
2012,6th_bridge,12,greg,,,,,3,3,2,,,,,,,""
2012,6th_bridge,51,greg,,,,,2,4,4,,,,,,,""
2012,6th_bridge,16,greg,,,,,3,2,2,,,,,,,""
2012,6th_bridge,21,greg,,,,,2,1,1,,,,,,,""
2012,6th_bridge,150,greg,,,,,1,0,0,,,,,,,""
2012,6th_bridge,23,greg,,,,,1,0,0,,,,,,,""
2012,6th_bridge,55,greg,,,,,3,2,2,,,,,,,""
2012,6th_bridge,57,greg,,,,,3,0,0,,,,,,,""
2012,6th_bridge,25,greg,,,,,3,3,2,,,,,,,""
2012,6th_bridge,59,greg,,,,,3,2,2,,,,,,,""
2012,6th_bridge,165,greg,,,,,2,0,0,,,,,,,""
2012,6th_bridge,14,rosp,,,,,4,2,1,,,,,,,""
2012,6th_bridge,18,rosp,,,,,3,3,3,,,,,,,""
2012,6th_bridge,167,rosp,,,,,2,0,0,,,,,,,""
2012,6th_bridge,214,smhe,,,,,2,0,0,,,,,,,""
2012,6th_bridge,129,smhe,,,,,4,0,0,,,,,,,""
2012,6th_bridge,194,smhe,,,,,3,0,0,,,,,,,""
2012,6th_bridge,131,smhe,,,,,4,0,0,,,,,,,""
2012,6th_bridge,133,smhe,,,,,2,0,0,,,,,,,""
2012,6th_bridge,135,smhe,,,,,2,0,0,,,,,,,""
2012,6th_bridge,203,smhe,,,,,2,0,0,,,,,,,""
2012,6th_bridge,91,smhe,,,,,4,3,3,,,,,,,""
2012,6th_bridge,20,smhe,,,,,1,0,0,,,,,,,""
2012,6th_bridge,20a,smhe,,,,,3,0,0,,,,,,,""
2012,6th_bridge,151,smhe,,,,,3,3,,,,,,,,""
2012,6th_bridge,169,smhe,,,,,3,0,0,,,,,,,""
2012,6th_bridge,175,smhe,,,,,3,0,0,,,,,,,""
2012,6th_bridge,216,smhe,,,,,3,0,0,,,,,,,""
