"year","colony","nest","feather_id","hg","culmen","tarsus","mass","date","nest_feather_id","colony_year","unique_feather_id","clutch","brood","nestlings14days","fledged","datqal_1_good","mindepth_20","maxdepth_20","reclength_20","recrange_20","avg_crfish_20","avg_shrimp_20","avg_totbiomass_20","nbgages","nbpsus","notes"
1994,mud_canal_south,,,12,,,,,4.4,MudCanal_1994,1994_MudCanal_4.4,,,,,,,,,,,,,,,
1994,mud_canal_south,,,9.1,,,,,4.5,MudCanal_1994,1994_MudCanal_4.5,,,,,,,,,,,,,,,
1994,mud_canal_south,,,10,,,,,4.7,MudCanal_1994,1994_MudCanal_4.7,,,,,,,,,,,,,,,
1994,mud_canal_south,,,13,,,,,4.8,MudCanal_1994,1994_MudCanal_4.8,,,,,,,,,,,,,,,
1994,mud_canal_south,,,8.2,,,,,6.0,MudCanal_1994,1994_MudCanal_6,,,,,,,,,,,,,,,
1994,mud_canal_south,,,7,,,,,6.1,MudCanal_1994,1994_MudCanal_6.1,,,,,,,,,,,,,,,
1995,alley_north,,,6,,,,,6.6,AlleyNorth_1995,1995_AlleyNorth_6.6,,,,,,,,,3.075483871,,,,,,
1995,alley_north,,,10,,,,,6.7,AlleyNorth_1995,1995_AlleyNorth_6.7,,,,,,,,,3.075483871,,,,,,
1995,alley_north,,,13,,,,,6.9,AlleyNorth_1995,1995_AlleyNorth_6.9,,,,,,,,,3.075483871,,,,,,
1995,alley_north,,,14,,,,,7.0,AlleyNorth_1995,1995_AlleyNorth_7,,,,,,,,,3.075483871,,,,,,
1995,alley_north,,,7.8,,,,,7.3,AlleyNorth_1995,1995_AlleyNorth_7.3,,,,,,,,,3.075483871,,,,,,
1995,alley_north,,,6.8,,,,,7.4,AlleyNorth_1995,1995_AlleyNorth_7.4,,,,,,,,,3.075483871,,,,,,
1995,alley_north,,,6,,,,,7.5,AlleyNorth_1995,1995_AlleyNorth_7.5,,,,,,,,,3.075483871,,,,,,
1995,alley_north,,,4.5,,,,,7.8,AlleyNorth_1995,1995_AlleyNorth_7.8,,,,,,,,,3.075483871,,,,,,
1995,alley_north,,,4.3,,,,,7.9,AlleyNorth_1995,1995_AlleyNorth_7.9,,,,,,,,,3.075483871,,,,,,
1995,alley_north,,,5.4,,,,,8.0,AlleyNorth_1995,1995_AlleyNorth_8,,,,,,,,,3.075483871,,,,,,
1995,alley_north,,,2.3,,,,,8.1,AlleyNorth_1995,1995_AlleyNorth_8.1,,,,,,,,,3.075483871,,,,,,
1995,alley_north,,,8.5,,,,,8.3,AlleyNorth_1995,1995_AlleyNorth_8.3,,,,,,,,,3.075483871,,,,,,
1995,alley_north,,,3.8,,,,,9.1,AlleyNorth_1995,1995_AlleyNorth_9.1,,,,,,,,,3.075483871,,,,,,
1995,hidden,,,5.7,,,,,6.1,Hidden_1995,1995_Hidden_6.1,,,,,,,,,2.0996875,,,,,,
1995,hidden,,,5.8,,,,,6.2,Hidden_1995,1995_Hidden_6.2,,,,,,,,,2.0996875,,,,,,
1995,hidden,,,14,,,,,6.5,Hidden_1995,1995_Hidden_6.5,,,,,,,,,2.0996875,,,,,,
1995,hidden,,,5.2,,,,,6.6,Hidden_1995,1995_Hidden_6.6,,,,,,,,,2.0996875,,,,,,
1995,hidden,,,11,,,,,6.6,Hidden_1995,1995_Hidden_6.6,,,,,,,,,2.0996875,,,,,,
1995,hidden,,,6.1,,,,,6.7,Hidden_1995,1995_Hidden_6.7,,,,,,,,,2.0996875,,,,,,
1995,hidden,,,6.8,,,,,6.7,Hidden_1995,1995_Hidden_6.7,,,,,,,,,2.0996875,,,,,,
1995,hidden,,,5.5,,,,,6.9,Hidden_1995,1995_Hidden_6.9,,,,,,,,,2.0996875,,,,,,
1995,hidden,,,10,,,,,6.9,Hidden_1995,1995_Hidden_6.9,,,,,,,,,2.0996875,,,,,,
1995,hidden,,,5.9,,,,,7.1,Hidden_1995,1995_Hidden_7.1,,,,,,,,,2.0996875,,,,,,
1995,hidden,,,6.7,,,,,7.1,Hidden_1995,1995_Hidden_7.1,,,,,,,,,2.0996875,,,,,,
1995,hidden,,,3.6,,,,,7.2,Hidden_1995,1995_Hidden_7.2,,,,,,,,,2.0996875,,,,,,
1995,hidden,,,10,,,,,7.2,Hidden_1995,1995_Hidden_7.2,,,,,,,,,2.0996875,,,,,,
1995,hidden,,,7.4,,,,,7.3,Hidden_1995,1995_Hidden_7.3,,,,,,,,,2.0996875,,,,,,
1995,hidden,,,5.7,,,,,7.6,Hidden_1995,1995_Hidden_7.6,,,,,,,,,2.0996875,,,,,,
1995,hidden,,,8.9,,,,,7.6,Hidden_1995,1995_Hidden_7.6,,,,,,,,,2.0996875,,,,,,
1995,hidden,,,4.1,,,,,7.8,Hidden_1995,1995_Hidden_7.8,,,,,,,,,2.0996875,,,,,,
1995,hidden,,,4.6,,,,,8.4,Hidden_1995,1995_Hidden_8.4,,,,,,,,,2.0996875,,,,,,
1995,hidden,,,9.3,,,,,8.4,Hidden_1995,1995_Hidden_8.4,,,,,,,,,2.0996875,,,,,,
1995,hidden,,,10,,,,,8.4,Hidden_1995,1995_Hidden_8.4,,,,,,,,,2.0996875,,,,,,
1995,hidden,,,5.1,,,,,8.6,Hidden_1995,1995_Hidden_8.6,,,,,,,,,2.0996875,,,,,,
1995,hidden,,,5.4,,,,,8.6,Hidden_1995,1995_Hidden_8.6,,,,,,,,,2.0996875,,,,,,
1995,hidden,,,12,,,,,9.0,Hidden_1995,1995_Hidden_9,,,,,,,,,2.0996875,,,,,,
1995,hidden,,,11,,,,,9.6,Hidden_1995,1995_Hidden_9.6,,,,,,,,,2.0996875,,,,,,
1995,hidden,,,12,,,,,10.1,Hidden_1995,1995_Hidden_10.1,,,,,,,,,2.0996875,,,,,,
1995,jw1,,,11,,,,,6.1,JW1_1995,1995_JW1_6.1,,,,,,,,,,,,,,,
1995,jw1,,,19,,,,,6.4,JW1_1995,1995_JW1_6.4,,,,,,,,,,,,,,,
1995,jw1,,,15,,,,,6.6,JW1_1995,1995_JW1_6.6,,,,,,,,,,,,,,,
1995,jw1,,,16,,,,,6.9,JW1_1995,1995_JW1_6.9,,,,,,,,,,,,,,,
1995,jw1,,,19,,,,,7.1,JW1_1995,1995_JW1_7.1,,,,,,,,,,,,,,,
1995,jw1,,,14,,,,,7.6,JW1_1995,1995_JW1_7.6,,,,,,,,,,,,,,,
1995,jw1,,,28,,,,,7.7,JW1_1995,1995_JW1_7.7,,,,,,,,,,,,,,,
1995,jw1,,,17,,,,,7.8,JW1_1995,1995_JW1_7.8,,,,,,,,,,,,,,,
1995,jw1,,,10,,,,,8.0,JW1_1995,1995_JW1_8,,,,,,,,,,,,,,,
1995,jw1,,,19,,,,,8.1,JW1_1995,1995_JW1_8.1,,,,,,,,,,,,,,,
1995,jw1,,,9.4,,,,,8.2,JW1_1995,1995_JW1_8.2,,,,,,,,,,,,,,,
1995,jw1,,,23,,,,,8.2,JW1_1995,1995_JW1_8.2,,,,,,,,,,,,,,,
1995,jw1,,,22,,,,,8.5,JW1_1995,1995_JW1_8.5,,,,,,,,,,,,,,,
1995,jw1,,,13,,,,,8.9,JW1_1995,1995_JW1_8.9,,,,,,,,,,,,,,,
1995,horus,,,18,,,,,4.5,L67_1995,1995_L67_4.5,,,,,,,,,2.2964,,,,,,
1995,horus,,,26,,,,,4.5,L67_1995,1995_L67_4.5,,,,,,,,,2.2964,,,,,,
1995,horus,,,24,,,,,5.3,L67_1995,1995_L67_5.3,,,,,,,,,2.2964,,,,,,
1995,horus,,,24,,,,,5.4,L67_1995,1995_L67_5.4,,,,,,,,,2.2964,,,,,,
1995,horus,,,13,,,,,5.7,L67_1995,1995_L67_5.7,,,,,,,,,2.2964,,,,,,
1995,horus,,,14,,,,,5.7,L67_1995,1995_L67_5.7,,,,,,,,,2.2964,,,,,,
1995,horus,,,9.9,,,,,6.1,L67_1995,1995_L67_6.1,,,,,,,,,2.2964,,,,,,
1995,horus,,,15,,,,,6.3,L67_1995,1995_L67_6.3,,,,,,,,,2.2964,,,,,,
1995,horus,,,16,,,,,6.8,L67_1995,1995_L67_6.8,,,,,,,,,2.2964,,,,,,
1995,horus,,,12,,,,,7.8,L67_1995,1995_L67_7.8,,,,,,,,,2.2964,,,,,,
1995,horus,,,5.8,,,,,8.4,L67_1995,1995_L67_8.4,,,,,,,,,2.2964,,,,,,
1995,horus,,,7.4,,,,,8.4,L67_1995,1995_L67_8.4,,,,,,,,,2.2964,,,,,,
1995,horus,,,17,,,,,9.6,L67_1995,1995_L67_9.6,,,,,,,,,2.2964,,,,,,
1995,horus,,,20,,,,,10.2,L67_1995,1995_L67_10.2,,,,,,,,,2.2964,,,,,,
1995,mud_canal_south,,,9.6,,,,,4.7,MudCanal_1995,1995_MudCanal_4.7,,,,,,,,,,,,,,,
1995,mud_canal_south,,,5.4,,,,,6.5,MudCanal_1995,1995_MudCanal_6.5,,,,,,,,,,,,,,,
1995,mud_canal_south,,,5.6,,,,,6.6,MudCanal_1995,1995_MudCanal_6.6,,,,,,,,,,,,,,,
1995,mud_canal_south,,,5.4,,,,,7.2,MudCanal_1995,1995_MudCanal_7.2,,,,,,,,,,,,,,,
1995,mud_canal_south,,,8.8,,,,,7.5,MudCanal_1995,1995_MudCanal_7.5,,,,,,,,,,,,,,,
1995,tamiami_east,,,20,,,,,5.7,TamEast_1995,1995_TamEast_5.7,,,,,,,,,,,,,,,
1995,tamiami_east,,,6.8,,,,,5.9,TamEast_1995,1995_TamEast_5.9,,,,,,,,,,,,,,,
1995,tamiami_east,,,8.2,,,,,6.1,TamEast_1995,1995_TamEast_6.1,,,,,,,,,,,,,,,
1995,tamiami_east,,,14,,,,,6.1,TamEast_1995,1995_TamEast_6.1,,,,,,,,,,,,,,,
1995,tamiami_east,,,6.2,,,,,6.2,TamEast_1995,1995_TamEast_6.2,,,,,,,,,,,,,,,
1995,tamiami_east,,,59,,,,,6.2,TamEast_1995,1995_TamEast_6.2,,,,,,,,,,,,,,,
1995,tamiami_east,,,7.1,,,,,6.3,TamEast_1995,1995_TamEast_6.3,,,,,,,,,,,,,,,
1995,tamiami_east,,,8.2,,,,,6.3,TamEast_1995,1995_TamEast_6.3,,,,,,,,,,,,,,,
1995,tamiami_east,,,5,,,,,6.5,TamEast_1995,1995_TamEast_6.5,,,,,,,,,,,,,,,
1995,tamiami_east,,,5.6,,,,,6.5,TamEast_1995,1995_TamEast_6.5,,,,,,,,,,,,,,,
1995,tamiami_east,,,11,,,,,6.8,TamEast_1995,1995_TamEast_6.8,,,,,,,,,,,,,,,
1995,tamiami_east,,,6.7,,,,,7.1,TamEast_1995,1995_TamEast_7.1,,,,,,,,,,,,,,,
1995,tamiami_east,,,8.5,,,,,7.1,TamEast_1995,1995_TamEast_7.1,,,,,,,,,,,,,,,
1995,tamiami_east,,,10,,,,,7.2,TamEast_1995,1995_TamEast_7.2,,,,,,,,,,,,,,,
1995,tamiami_east,,,15,,,,,7.2,TamEast_1995,1995_TamEast_7.2,,,,,,,,,,,,,,,
1995,tamiami_east,,,2.8,,,,,7.3,TamEast_1995,1995_TamEast_7.3,,,,,,,,,,,,,,,
1997,alley_north,,,12,,,,,1,AlleyNorth_1997,1997_AlleyNorth_1,,,,,,,,,2.039333333,,,,,,
1997,alley_north,,,14,,,,,2,AlleyNorth_1997,1997_AlleyNorth_2,,,,,,,,,2.039333333,,,,,,
1997,alley_north,,,9.6,,,,,3,AlleyNorth_1997,1997_AlleyNorth_3,,,,,,,,,2.039333333,,,,,,
1997,alley_north,,,12,,,,,4,AlleyNorth_1997,1997_AlleyNorth_4,,,,,,,,,2.039333333,,,,,,
1997,alley_north,,,13,,,,,5,AlleyNorth_1997,1997_AlleyNorth_5,,,,,,,,,2.039333333,,,,,,
1997,alley_north,,,9.9,,,,,6,AlleyNorth_1997,1997_AlleyNorth_6,,,,,,,,,2.039333333,,,,,,
1997,alley_north,,,14,,,,,7,AlleyNorth_1997,1997_AlleyNorth_7,,,,,,,,,2.039333333,,,,,,
1997,alley_north,,,14,,,,,8,AlleyNorth_1997,1997_AlleyNorth_8,,,,,,,,,2.039333333,,,,,,
1997,alley_north,,,8.3,,,,,9,AlleyNorth_1997,1997_AlleyNorth_9,,,,,,,,,2.039333333,,,,,,
1997,alley_north,,,12,,,,,10,AlleyNorth_1997,1997_AlleyNorth_10,,,,,,,,,2.039333333,,,,,,
1997,alley_north,,,10,,,,,11,AlleyNorth_1997,1997_AlleyNorth_11,,,,,,,,,2.039333333,,,,,,
1997,alley_north,,,18,,,,,12,AlleyNorth_1997,1997_AlleyNorth_12,,,,,,,,,2.039333333,,,,,,
1997,alley_north,,,8.9,,,,,13,AlleyNorth_1997,1997_AlleyNorth_13,,,,,,,,,2.039333333,,,,,,
1997,alley_north,,,11,,,,,14,AlleyNorth_1997,1997_AlleyNorth_14,,,,,,,,,2.039333333,,,,,,
1997,alley_north,,,11,,,,,15,AlleyNorth_1997,1997_AlleyNorth_15,,,,,,,,,2.039333333,,,,,,
1997,alley_north,,,6.9,,,,,16,AlleyNorth_1997,1997_AlleyNorth_16,,,,,,,,,2.039333333,,,,,,
1997,alley_north,,,17,,,,,17,AlleyNorth_1997,1997_AlleyNorth_17,,,,,,,,,2.039333333,,,,,,
1997,alley_north,,,11,,,,,18,AlleyNorth_1997,1997_AlleyNorth_18,,,,,,,,,2.039333333,,,,,,
1997,alley_north,,,20,,,,,19,AlleyNorth_1997,1997_AlleyNorth_19,,,,,,,,,2.039333333,,,,,,
1997,alley_north,,,22,,,,,20,AlleyNorth_1997,1997_AlleyNorth_20,,,,,,,,,2.039333333,,,,,,
1997,alley_north,,,7.5,,,,,21,AlleyNorth_1997,1997_AlleyNorth_21,,,,,,,,,2.039333333,,,,,,
1997,alley_north,,,14,,,,,22,AlleyNorth_1997,1997_AlleyNorth_22,,,,,,,,,2.039333333,,,,,,
1997,alley_north,,,9.4,,,,,23,AlleyNorth_1997,1997_AlleyNorth_23,,,,,,,,,2.039333333,,,,,,
1997,alley_north,,,10,,,,,24,AlleyNorth_1997,1997_AlleyNorth_24,,,,,,,,,2.039333333,,,,,,
1997,alley_north,,,12,,,,,25,AlleyNorth_1997,1997_AlleyNorth_25,,,,,,,,,2.039333333,,,,,,
1997,hidden,,,21,,,,,1,Hidden_1997,1997_Hidden_1,,,,,,,,,1.29030303,,,,,,
1997,hidden,,,20,,,,,2,Hidden_1997,1997_Hidden_2,,,,,,,,,1.29030303,,,,,,
1997,hidden,,,10,,,,,3,Hidden_1997,1997_Hidden_3,,,,,,,,,1.29030303,,,,,,
1997,hidden,,,9.6,,,,,4,Hidden_1997,1997_Hidden_4,,,,,,,,,1.29030303,,,,,,
1997,hidden,,,15,,,,,5,Hidden_1997,1997_Hidden_5,,,,,,,,,1.29030303,,,,,,
1997,hidden,,,16,,,,,6,Hidden_1997,1997_Hidden_6,,,,,,,,,1.29030303,,,,,,
1997,hidden,,,15,,,,,7,Hidden_1997,1997_Hidden_7,,,,,,,,,1.29030303,,,,,,
1997,jw1,,,30,,,,,1,JW1_1997,1997_JW1_1,,,,,,,,,,,,,,,
1997,jw1,,,25,,,,,2,JW1_1997,1997_JW1_2,,,,,,,,,,,,,,,
1997,jw1,,,20,,,,,3,JW1_1997,1997_JW1_3,,,,,,,,,,,,,,,
1997,jw1,,,33,,,,,4,JW1_1997,1997_JW1_4,,,,,,,,,,,,,,,
1997,jw1,,,26,,,,,5,JW1_1997,1997_JW1_5,,,,,,,,,,,,,,,
1997,jw1,,,26,,,,,6,JW1_1997,1997_JW1_6,,,,,,,,,,,,,,,
1997,jw1,,,15,,,,,7,JW1_1997,1997_JW1_7,,,,,,,,,,,,,,,
1997,jw1,,,34,,,,,8,JW1_1997,1997_JW1_8,,,,,,,,,,,,,,,
1997,jw1,,,34,,,,,9,JW1_1997,1997_JW1_9,,,,,,,,,,,,,,,
1997,jw1,,,20,,,,,10,JW1_1997,1997_JW1_10,,,,,,,,,,,,,,,
1997,jw1,,,14,,,,,11,JW1_1997,1997_JW1_11,,,,,,,,,,,,,,,
1997,mud_canal_south,,,26,,,,,1,MudCanal_1997,1997_MudCanal_1,,,,,,,,,,,,,,,
1997,mud_canal_south,,,27,,,,,2,MudCanal_1997,1997_MudCanal_2,,,,,,,,,,,,,,,
1997,mud_canal_south,,,30,,,,,3,MudCanal_1997,1997_MudCanal_3,,,,,,,,,,,,,,,
1997,mud_canal_south,,,25,,,,,4,MudCanal_1997,1997_MudCanal_4,,,,,,,,,,,,,,,
1997,mud_canal_south,,,38,,,,,5,MudCanal_1997,1997_MudCanal_5,,,,,,,,,,,,,,,
1998,heron_alley,,,6.7,74,,760,,110,3BMud_1998,1998_3BMud_110,,,,,,,,,1.596,,,,,,
1998,heron_alley,,,4.3,62,,630,,111,3BMud_1998,1998_3BMud_111,,,,,,,,,1.596,,,,,,
1998,heron_alley,,,6.8,86,,860,,112,3BMud_1998,1998_3BMud_112,,,,,,,,,1.596,,,,,,
1998,heron_alley,,,8,82,,670,,113,3BMud_1998,1998_3BMud_113,,,,,,,,,1.596,,,,,,
1998,heron_alley,,,5.2,69,,630,,114,3BMud_1998,1998_3BMud_114,,,,,,,,,1.596,,,,,,
1998,heron_alley,,,5.7,78,,780,,115,3BMud_1998,1998_3BMud_115,,,,,,,,,1.596,,,,,,
1998,heron_alley,,,5.7,56,,510,,116,3BMud_1998,1998_3BMud_116,,,,,,,,,1.596,,,,,,
1998,heron_alley,,,5.9,75,,730,,117,3BMud_1998,1998_3BMud_117,,,,,,,,,1.596,,,,,,
1998,heron_alley,,,5.8,83,,860,,118,3BMud_1998,1998_3BMud_118,,,,,,,,,1.596,,,,,,
1998,heron_alley,,,4.8,85,,840,,119,3BMud_1998,1998_3BMud_119,,,,,,,,,1.596,,,,,,
1998,heron_alley,,,6.6,78,,760,,120,3BMud_1998,1998_3BMud_120,,,,,,,,,1.596,,,,,,
1998,heron_alley,,,5.5,83,,810,,121,3BMud_1998,1998_3BMud_121,,,,,,,,,1.596,,,,,,
1998,heron_alley,,,7.3,88,,735,,122,3BMud_1998,1998_3BMud_122,,,,,,,,,1.596,,,,,,
1998,heron_alley,,,6.7,87,,950,,123,3BMud_1998,1998_3BMud_123,,,,,,,,,1.596,,,,,,
1998,heron_alley,,,4.3,82,,860,,124,3BMud_1998,1998_3BMud_124,,,,,,,,,1.596,,,,,,
1998,heron_alley,,,4.7,64,,570,,125,3BMud_1998,1998_3BMud_125,,,,,,,,,1.596,,,,,,
1998,heron_alley,,,2.6,114,,990,,126,3BMud_1998,1998_3BMud_126,,,,,,,,,1.596,,,,,,
1998,heron_alley,,,17,72,,710,,127,3BMud_1998,1998_3BMud_127,,,,,,,,,1.596,,,,,,
1998,heron_alley,,,4.8,84,,650,,128,3BMud_1998,1998_3BMud_128,,,,,,,,,1.596,,,,,,
1998,heron_alley,,,5.3,71,,620,,129,3BMud_1998,1998_3BMud_129,,,,,,,,,1.596,,,,,,
1998,heron_alley,,,11,80,,790,,130,3BMud_1998,1998_3BMud_130,,,,,,,,,1.596,,,,,,
1998,heron_alley,,,7.1,83,,680,,131,3BMud_1998,1998_3BMud_131,,,,,,,,,1.596,,,,,,
1998,heron_alley,,,5.8,85,,880,,132,3BMud_1998,1998_3BMud_132,,,,,,,,,1.596,,,,,,
1998,heron_alley,,,7.7,94,,800,,133,3BMud_1998,1998_3BMud_133,,,,,,,,,1.596,,,,,,
1998,heron_alley,,,5.1,83,,860,,134,3BMud_1998,1998_3BMud_134,,,,,,,,,1.596,,,,,,
1998,heron_alley,,,3.4,77,,700,,135,3BMud_1998,1998_3BMud_135,,,,,,,,,1.596,,,,,,
1998,alley_north,,,7.9,71,,830,,27,AlleyNorth_1998,1998_AlleyNorth_27,,,,,,,,,2.50483871,,,,,,
1998,alley_north,,,7.5,82,,940,,28,AlleyNorth_1998,1998_AlleyNorth_28,,,,,,,,,2.50483871,,,,,,
