year,month,ppt,tmin,tmean,tmax
1952,5,112.06,19.3,25.1,31
1952,6,99.31,22,27.6,33.3
1952,7,185.68,23.2,27.9,32.7
1952,8,212.75,22.5,27.8,33
1952,9,190.86,23,27.6,32.2
1952,10,227.78,21.6,25.3,29.1
1952,11,4.72,17.2,22.2,27.3
1952,12,8.28,11.9,18.2,24.6
1953,1,70.27,12.9,18.6,24.3
1953,2,47.08,15.2,20.8,26.4
1953,3,34.66,16.2,22.5,28.9
1953,4,95.78,17.4,23.4,29.5
1953,5,76.52,20.7,26.2,31.6
1953,6,198.25,22,26.8,31.6
1953,7,204.43,22.6,27.6,32.6
1953,8,234.75,23.2,28,32.7
1953,9,305.4,23.2,27.5,31.7
1953,10,159.33,19.7,24.2,28.6
1953,11,10.13,17.6,22.4,27.1
1953,12,35.77,15.7,20.6,25.6
1954,1,10.1,14.2,19.9,25.7
1954,2,58.28,12.4,18.9,25.5
1954,3,65.88,13.9,19.9,25.9
1954,4,161.24,19.1,24.2,29.3
1954,5,235.96,20,25.2,30.4
1954,6,288.2,22,26.6,31.2
1954,7,203.01,22.8,27.5,32.3
1954,8,131.49,22.9,28.2,33.5
1954,9,225.6,22.8,27.2,31.7
1954,10,44.7,19.5,24.3,29.1
1954,11,24.51,14.6,20.5,26.4
1954,12,25.9,10.4,17.1,23.8
1955,1,27.2,11,17.9,24.7
1955,2,18.73,13.9,19.3,24.7
1955,3,31.72,14.8,21.4,27.9
1955,4,46.51,16.8,23,29.2
1955,5,118.19,18.1,24.6,31.1
1955,6,292.08,21,26.2,31.5
1955,7,140.08,22.3,27.2,32
1955,8,97.65,23,28.1,33.1
1955,9,126.53,22.8,27.4,32
1955,10,47.06,19.2,24.3,29.4
1955,11,13.49,15.6,21.6,27.6
1955,12,58.17,14.3,19.8,25.4
1956,1,28.42,9.2,16,22.8
1956,2,19.23,15.3,20.9,26.6
1956,3,14.33,12.9,19.9,27
1956,4,62.08,15.6,22,28.4
1956,5,62.1,19.9,25.3,30.7
1956,6,115.72,20.2,26.1,31.9
1956,7,128.22,21.8,27.2,32.6
1956,8,163.33,22.1,28,33.8
1956,9,166.79,22,26.6,31.1
1956,10,138.53,20.5,25.3,30.1
1956,11,7.31,14.4,20.4,26.3
1956,12,8.98,13.2,19.6,25.9
1957,1,42.95,12.9,19.7,26.5
1957,2,86.76,15.8,21.6,27.4
1957,3,59.57,14.3,20.6,27
1957,4,164.73,19.2,24.1,29.1
1957,5,203.29,21,25.7,30.4
1957,6,151.21,22.3,27.2,32.1
1957,7,197.08,22.7,28,33.3
1957,8,195.74,22.7,27.6,32.5
1957,9,191.96,23.2,27.5,31.8
1957,10,135.58,19.7,24.5,29.3
1957,11,49.86,18.4,23.6,28.8
1957,12,152.7,12.6,18.4,24.2
1958,1,168.71,10.6,16.1,21.7
1958,2,20.88,8.7,14.8,20.9
1958,3,161.71,15.7,20.7,25.7
1958,4,39.01,18,23.3,28.7
1958,5,315.62,20.7,25,29.4
1958,6,169.84,23,27.5,32
1958,7,142.35,23.8,28.1,32.4
1958,8,85.42,23,28.2,33.5
1958,9,143.6,23,27.8,32.6
1958,10,98.84,19.2,24.7,30.1
1958,11,5.55,19.4,24.4,29.5
1958,12,115.21,14.6,20.1,25.5
1959,1,53.69,12.9,18.7,24.5
1959,2,16.55,17.9,23.3,28.6
1959,3,160.92,15.8,21.3,26.9
1959,4,54.04,17.7,23.3,29
1959,5,172.96,20.2,25.2,30.2
1959,6,351.67,22,26.9,31.7
1959,7,213.12,22.6,27.3,31.9
1959,8,198.99,22.5,27.2,32
1959,9,188.62,22.4,27,31.6
1959,10,191.37,22.3,26.8,31.3
1959,11,105.11,18.4,23,27.7
1959,12,22.77,13.7,19,24.3
1960,1,4.09,12.4,18.7,25
1960,2,46.4,12.9,18.9,24.9
1960,3,37.92,12.8,19.2,25.6
1960,4,117.23,17.5,22.9,28.2
1960,5,102.39,18.2,24.2,30.1
1960,6,149.93,22,26.7,31.4
1960,7,204.16,23,28,33
1960,8,154.01,23.3,27.9,32.5
1960,9,369.55,23.1,27.3,31.5
1960,10,120.5,21.5,26.4,31.3
1960,11,33.92,18.5,23.3,28.1
1960,12,9.22,11.9,17.9,23.9
1961,1,47.87,11.9,17.7,23.5
1961,2,6.66,15,20.4,25.7
1961,3,29.43,16.5,22.4,28.4
1961,4,33.96,15.9,22.4,28.9
1961,5,215.97,18.8,24.8,30.8
1961,6,141.54,21.7,26.7,31.7
1961,7,96.75,23.2,28,32.7
1961,8,211.05,22.8,27.9,33
1961,9,63.36,22,27.3,32.6
1961,10,83.77,18.9,24.6,30.3
1961,11,9.11,15.9,22,28.1
1961,12,3.04,12.6,19.3,26
1962,1,26.41,13.2,19.5,25.8
1962,2,14.11,14.3,21.3,28.3
1962,3,61.71,14,20.6,27.2
1962,4,30.88,16.1,22.4,28.6
1962,5,77.89,17.8,24.4,30.9
1962,6,300.45,21.5,26.6,31.6
1962,7,178.42,23,28.2,33.5
1962,8,143.59,23.4,28.3,33.1
1962,9,213.94,22.7,27.5,32.3
1962,10,66.18,20.2,25.5,30.9
1962,11,31.17,14.4,19.9,25.4
1962,12,7.91,10.6,17,23.4
1963,1,16.23,13.2,19,24.9
1963,2,90.61,12.4,18.2,23.9
1963,3,9.03,16.5,22.3,28.2
1963,4,20.64,16.5,22.9,29.3
1963,5,122.57,18.7,24.5,30.3
1963,6,144.85,21.8,26.9,32
1963,7,105.43,23,28.2,33.4
1963,8,175.84,23,28.3,33.6
1963,9,214.68,23.2,27.5,31.8
1963,10,8.65,19.6,24.7,29.9
1963,11,56.58,16.4,21.6,26.7
1963,12,86.08,10.4,16.9,23.3
1964,1,24.77,14.2,19.2,24.1
1964,2,36.21,11.7,18.1,24.4
1964,3,43.53,17.4,22.8,28.3
1964,4,91.65,18.8,24.2,29.6
1964,5,114.18,19.7,24.9,30.1
1964,6,238.23,22.5,27,31.5
1964,7,102.58,23.4,28,32.6
1964,8,223.03,23.8,28.4,33
1964,9,110.28,23.2,27.5,31.8
1964,10,173.15,20.1,24.5,28.8
1964,11,13.47,18.4,23.1,27.7
1964,12,59.45,16.8,21.4,26
1965,1,9.03,13,19,25
1965,2,55.85,15.4,20.6,25.9
1965,3,31.77,16.5,22.1,27.7
1965,4,11.25,17.9,24.1,30.2
1965,5,27.35,18.7,24.4,30.1
1965,6,193.58,21.9,26.5,31.1
1965,7,203.39,22.1,27.1,32
1965,8,85.47,23.2,27.8,32.4
1965,9,171.34,23.4,27.2,31
1965,10,163.93,20.6,25.3,30.1
1965,11,22.68,18.1,22.8,27.5
1965,12,12.03,14.4,19.8,25.2
1966,1,75.3,13.2,18.3,23.5
1966,2,24.13,14.5,19.7,24.9
1966,3,29.88,15.2,20.3,25.5
1966,4,54.28,17.2,22.4,27.5
1966,5,126.74,20.7,25.5,30.2
1966,6,408.41,22.1,26.1,30.1
1966,7,169.13,23.6,28,32.4
1966,8,90.84,23.5,28.1,32.8
1966,9,134.49,23.2,27.8,32.4
1966,10,119.33,21.3,25.8,30.3
1966,11,0.34,15.6,21,26.3
1966,12,8.37,12.3,18.2,24.1
1967,1,30.99,15.3,20.6,25.8
1967,2,65.54,13.3,19.4,25.6
1967,3,28.29,16.4,21.8,27.2
1967,4,0,17,23,29
1967,5,45.35,19.2,25.2,31.2
1967,6,373.41,21,26.3,31.6
1967,7,156.31,23.1,28,32.9
1967,8,133.7,22.5,27.5,32.4
1967,9,140.62,22.3,27.3,32.4
1967,10,94,20.2,25.1,30
1967,11,29.03,16.3,21.8,27.3
1967,12,42.58,16,21.1,26.2
1968,1,25.46,13.1,18.9,24.6
1968,2,52.69,10.2,16.9,23.6
1968,3,25.47,13.2,19.1,25.1
1968,4,12.98,18.1,24,30
1968,5,246.36,20.4,25.2,29.9
1968,6,338.85,22.3,26.3,30.4
1968,7,140.96,23.4,27.7,32.1
1968,8,108.3,23.5,28.1,32.7
1968,9,125.06,22.7,27.5,32.3
1968,10,171.68,20.3,24.9,29.5
1968,11,33.59,15,20.7,26.4
1968,12,0.2,11.9,18.2,24.5
1969,1,53.49,13.6,18.8,24
1969,2,43.02,11.4,17.6,23.8
1969,3,76.08,13.6,19,24.4
1969,4,87.55,19.8,24.4,29
1969,5,124.13,21.5,25.9,30.4
1969,6,246.34,23.3,27.6,32
1969,7,163.37,23.8,28.5,33.3
1969,8,97.38,23.3,28.1,32.9
1969,9,175.25,23.2,27.4,31.7
1969,10,283.91,22.3,26.6,30.8
1969,11,44.29,15.3,20.6,25.9
1969,12,27.65,11.5,17.7,23.9
1970,1,69.32,11.1,17,22.9
1970,2,41.74,12.1,17.3,22.5
1970,3,184.38,15.8,20.4,25.1
1970,4,0,19.2,24.5,29.9
1970,5,121.17,20.2,25,29.9
1970,6,228.43,21.8,26.8,31.7
1970,7,145.98,23.1,27.9,32.6
1970,8,94.71,23.6,28.3,33
1970,9,98.82,23.3,27.7,32.1
1970,10,62.84,21.3,26,30.6
1970,11,0,13.8,20,26.2
1970,12,1.48,13.5,19.8,26.1
1971,1,18.11,12.3,18.9,25.5
1971,2,16.96,14.6,20.2,25.7
1971,3,7.35,12.8,20,27.3
1971,4,5.2,15,22.3,29.5
1971,5,130.59,19.1,25.3,31.4
1971,6,199.43,20.7,26.3,31.9
1971,7,157.39,22.4,27.5,32.5
1971,8,90.04,22.8,27.5,32.3
1971,9,118.38,22.8,27,31.2
1971,10,111.01,21.4,26,30.6
1971,11,31.31,18.4,22.8,27.2
1971,12,53.47,18.6,23,27.3
1972,1,16.39,17.1,22.1,27
1972,2,58.04,14.1,19.7,25.4
1972,3,84.96,15.8,21.8,27.8
1972,4,123.32,17.6,23.5,29.4
1972,5,168.22,20.1,25.2,30.3
1972,6,196.91,22.5,26.9,31.2
1972,7,122.84,22.7,27.4,32.1
1972,8,156.66,23.1,28,32.8
1972,9,45.39,22.8,27.4,32
1972,10,39.63,20.8,25.7,30.7
1972,11,43.71,18,22.9,27.8
1972,12,33.78,15.7,20.8,25.8
1973,1,39.15,14.6,20,25.4
1973,2,16.56,11.1,16.9,22.8
1973,3,63.94,17.2,22.4,27.7
1973,4,12.35,17.8,23.1,28.4
1973,5,64.97,19.8,25.5,31.2
1973,6,211.77,22,26.9,31.8
1973,7,201.17,22.8,27.6,32.4
1973,8,196.87,23.1,27.6,32
1973,9,121.42,23.3,27.7,32.1
1973,10,48.47,20.7,25.4,30
1973,11,10.11,19.2,23.7,28.3
1973,12,29.9,12.5,18.1,23.8
1974,1,5.36,17.8,22.6,27.4
1974,2,0.95,12.5,18.8,25.2
1974,3,8.18,16.7,22.8,29
1974,4,24.42,17,23,29.1
1974,5,78.35,19.9,25.7,31.4
1974,6,276.71,21.9,26.8,31.6
1974,7,191.94,22.4,27.2,31.9
1974,8,91.5,23.6,27.8,32.1
1974,9,134.57,23.5,28.1,32.6
1974,10,16.46,20.2,24.6,29
1974,11,45.65,16.8,22,27.1
1974,12,20.04,13.9,19.4,24.8
1975,1,3.44,16.3,21.6,26.8
1975,2,14.44,16.2,22.1,28
1975,3,6.22,15.6,22.1,28.5
1975,4,9.68,18.3,24.3,30.4
1975,5,180.2,20.5,26.1,31.7
1975,6,219.29,22.3,27.3,32.3
1975,7,193.41,22.7,27.4,32.2
1975,8,96.72,23.7,28.1,32.5
1975,9,228.31,23.6,27.8,32
1975,10,48.21,21.6,26.1,30.6
1975,11,22.85,17.5,22.1,26.8
1975,12,6.48,14.4,19.5,24.6
1976,1,9.17,11.3,17.4,23.5
1976,2,27.48,13.8,19.3,24.7
1976,3,17.5,18.2,23.2,28.2
1976,4,25.64,17.1,22.8,28.4
1976,5,292.53,20.6,25.2,29.7
1976,6,174.07,21.8,25.9,30
1976,7,106.69,23.4,27.9,32.4
1976,8,181.57,23.2,27.7,32.2
1976,9,172.9,23.1,27.4,31.8
1976,10,16.16,19.6,24.6,29.7
1976,11,32.75,17.2,21.9,26.6
1976,12,31.05,14.2,19.4,24.7
1977,1,43.68,9.4,15.6,21.8
1977,2,13.43,12.1,18.1,24.2
1977,3,1.18,18,23.4,28.8
1977,4,20.4,17.8,23.4,29
1977,5,221.7,19.4,24.5,29.5
1977,6,215.18,23,27.6,32.2
1977,7,152.62,23.2,27.8,32.5
1977,8,152.15,23.9,28,32.2
1977,9,210.85,23.7,27.9,32.1
1977,10,5.65,19,24.2,29.3
1977,11,77.99,17.8,22.7,27.5
1977,12,81.74,14.3,19.8,25.2
1978,1,66.04,11.4,17.2,23
1978,2,70.39,10.5,16.1,21.8
1978,3,63.35,14.7,20.2,25.6
1978,4,36.14,17.6,23.3,29.1
1978,5,84.85,20.9,25.9,30.8
1978,6,159.84,23.3,27.7,32.2
1978,7,244.97,23.8,28.2,32.6
1978,8,138.75,23.7,28.1,32.5
1978,9,124.62,23.4,27.8,32.3
1978,10,97.36,21.8,26,30.1
1978,11,43.47,19.3,24,28.7
1978,12,63.69,17.7,22.5,27.3
1979,1,63.09,12.9,18.4,23.9
1979,2,11.91,12.6,18.6,24.6
1979,3,21.85,14.8,20.5,26.3
1979,4,163.03,19.3,24.5,29.7
1979,5,93.46,21.1,25.6,30
1979,6,63.74,22.7,27.7,32.6
1979,7,168.96,24.1,28.7,33.4
1979,8,125.88,24,28.5,33
1979,9,214.62,24.2,27.9,31.6
1979,10,46.83,21.5,26,30.4
1979,11,57.48,19.3,23.7,28.1
1979,12,75.49,15.5,20.4,25.3
1980,1,67.83,13.5,19.3,25.1
1980,2,27.34,11.2,17.3,23.4
1980,3,64,17,22.3,27.7
1980,4,122.34,18.7,23.7,28.8
1980,5,119.9,20.9,25.9,30.9
1980,6,105.58,22.7,27.7,32.6
1980,7,122.45,23.6,28.4,33.3
1980,8,207.73,23.9,28.6,33.3
1980,9,105.47,23.6,28,32.4
1980,10,23.59,21.6,26.5,31.5
1980,11,87.26,18.2,22.8,27.4
1980,12,22.29,12.5,18.5,24.6
1981,1,14.82,7.2,14.7,22.3
1981,2,98.86,14,19.9,25.7
1981,3,19.35,13.7,20,26.3
1981,4,0.22,18.7,24.2,29.7
1981,5,58.09,19.4,25.5,31.5
1981,6,139.46,23.2,28.2,33.1
1981,7,135.51,23.5,28.7,33.8
1981,8,342.04,24,28.3,32.5
1981,9,85.1,23.3,27.7,32.1
1981,10,14.25,21.5,26.4,31.2
1981,11,49.34,15.3,21.3,27.2
1981,12,2.28,13.1,19.3,25.6
1982,1,7.66,12.6,19.2,25.8
1982,2,36.88,17.1,22.7,28.3
1982,3,90.69,17.6,23.3,28.9
1982,4,100.24,19.6,24.9,30.2
1982,5,190.24,19.8,24.8,29.7
1982,6,330.19,23.5,27.5,31.6
1982,7,144.87,24.2,28.6,33
1982,8,96.5,23.9,28.6,33.3
1982,9,165.27,23.6,27.8,32.1
1982,10,43.7,21.2,25.3,29.5
1982,11,29.6,19.6,23.6,27.7
1982,12,5.05,16.8,21.6,26.3
1983,1,115.53,13.5,18.9,24.3
1983,2,191.31,14.4,19.2,24.1
1983,3,96.27,14.5,19.8,25.1
1983,4,47.4,16.7,22,27.4
1983,5,36.4,20,25.3,30.5
1983,6,209.87,22.8,27.4,32
1983,7,125.21,24.2,28.8,33.4
1983,8,163.14,24,28.6,33.3
1983,9,146.55,23.5,27.9,32.2
1983,10,84.52,22.2,26.4,30.6
1983,11,27.25,17.4,22.4,27.4
1983,12,103.26,16.1,21.3,26.6
1984,1,2.19,13.1,18.7,24.3
1984,2,20.37,14.5,20.3,26
1984,3,109.23,15.6,21.1,26.7
1984,4,30.18,17.6,23,28.4
1984,5,192.37,20.7,25.6,30.4
1984,6,119.93,22,26.5,31.1
1984,7,103.29,23.5,28,32.4
1984,8,115.35,23.8,28.4,33
1984,9,139.14,22.9,27.2,31.5
1984,10,10.69,21.3,25.7,30.1
1984,11,99.44,16.8,21.7,26.6
1984,12,7.27,15.9,21.2,26.6
1985,1,22.82,9.8,16.4,23
1985,2,6.98,13.8,19.7,25.5
1985,3,35.39,16.4,22.3,28.2
1985,4,82.87,17.5,23.1,28.8
1985,5,33.81,19.8,25.8,31.8
1985,6,225.37,22.7,27.9,33
1985,7,270.54,22.7,27.5,32.3
1985,8,141.62,24,28.5,33.1
1985,9,123.07,22.9,27.3,31.7
1985,10,100.32,22.7,27.2,31.8
1985,11,48.97,19.9,24.3,28.7
1985,12,45.14,13.6,18.9,24.3
1986,1,87.53,12.4,18.4,24.5
1986,2,43.15,14.5,20.9,27.3
1986,3,178.12,15.1,20.6,26
1986,4,15.73,15.4,22.1,28.8
1986,5,49.32,20.2,25.4,30.6
1986,6,334.77,22.8,27.3,31.8
1986,7,111.5,23.6,28.3,33.1
1986,8,178.13,24.2,28.7,33.1
1986,9,52.48,23.9,28.4,32.9
1986,10,84.95,22,26.9,31.9
1986,11,40.91,22,26.2,30.3
1986,12,111.18,18.4,22.8,27.1
1987,1,17.56,13,18.7,24.5
1987,2,34.5,15.7,20.7,25.6
1987,3,184.99,17.2,21.8,26.4
1987,4,5.01,14.5,20.9,27.3
1987,5,98.09,20.7,25.7,30.7
1987,6,74.28,23.7,28.2,32.7
1987,7,99.44,24,28.9,33.7
1987,8,154.68,24.4,29.3,34.1
1987,9,260.18,23.6,28.4,33.1
1987,10,99.85,20.3,24.9,29.4
1987,11,95.72,19.7,23.9,28.1
1987,12,30.96,15.3,20.6,25.8
1988,1,43.91,14.4,19.2,24
1988,2,38.86,13.6,19.3,25
1988,3,48.47,16,21,26.1
1988,4,38.13,17.4,23.6,29.8
1988,5,85.23,19.4,24.8,30.1
1988,6,180.75,23,27.4,31.9
1988,7,248.29,23.6,28.3,33
1988,8,176.47,24.2,28.5,32.8
1988,9,74.41,24.4,28.7,32.9
1988,10,32.41,20.4,25.8,31.1
1988,11,40.28,19.7,24.4,29.2
1988,12,2.49,15.1,20.4,25.7
1989,1,19.23,16.2,21.9,27.6
1989,2,1.3,15,21,27
1989,3,46.34,16.8,22.4,28
1989,4,119.5,18.3,24.2,30.1
1989,5,54.15,20.3,25.9,31.6
1989,6,133.08,22.4,27.4,32.4
1989,7,127.06,23.3,28.2,33.2
1989,8,176.13,23.8,28.7,33.6
1989,9,157.48,24,28.6,33.2
1989,10,47.83,20.8,25.7,30.6
1989,11,13.2,18.6,23.6,28.7
1989,12,27.43,11.4,17.4,23.4
1990,1,6.75,16.5,22,27.4
1990,2,35.83,17.3,22.5,27.8
1990,3,49.31,17.3,22.5,27.6
1990,4,51.45,17.7,23.4,29.1
1990,5,106.91,21.2,26.1,31
1990,6,139.33,22.5,27.6,32.8
1990,7,220.78,23.1,28.2,33.3
1990,8,139.46,23.8,28.7,33.6
1990,9,76.6,23.5,28.3,33
1990,10,79.91,21.9,26.6,31.4
1990,11,12.92,17.8,22.9,28.1
1990,12,9.97,16.4,21.6,26.7
1991,1,139.36,16.8,21.9,27.1
1991,2,44.9,14.5,20.4,26.3
1991,3,15.73,17.1,22.5,27.9
1991,4,115.12,20,25.1,30.1
1991,5,148.89,22.3,26.7,31.2
1991,6,286.11,23.2,28,32.8
1991,7,155.81,24,28.7,33.3
1991,8,149.3,24.4,28.9,33.4
1991,9,125.34,23.7,28,32.4
1991,10,113.32,21.9,25.9,30
1991,11,71.63,17,21.8,26.5
1991,12,3.26,16.5,21.3,26.1
1992,1,26.63,13.2,18.7,24.3
1992,2,57.19,15.3,20.7,26
1992,3,38.52,15.5,21,26.6
1992,4,78.46,17.4,22.6,27.7
1992,5,13.24,18.3,24.1,30
1992,6,515.45,23,27.3,31.7
1992,7,96.42,24.5,29,33.5
1992,8,285.54,24.3,28.3,32.3
1992,9,63.98,24.1,28,31.8
1992,10,10.31,21.2,25.6,29.9
1992,11,140.99,20.4,24.3,28.2
1992,12,17.19,15.4,20.6,25.8
1993,1,183.73,17.9,22.1,26.3
1993,2,23.7,14.3,19.5,24.7
1993,3,79.39,15.7,20.7,25.7
1993,4,94.71,17.3,22.5,27.7
1993,5,149.68,21.2,25.3,29.4
1993,6,133.26,23.6,27.8,32
1993,7,150.29,24.3,29,33.7
1993,8,111.23,24.3,28.8,33.2
1993,9,216.68,24,28.2,32.4
1993,10,219.83,22.3,26.7,31.1
1993,11,15.6,19.4,23.7,28
1993,12,30.22,13.5,19.4,25.4
1994,1,73.11,15.5,20.1,24.7
1994,2,85.91,17.6,22.2,26.7
1994,3,103.65,17.1,22.3,27.5
1994,4,89.67,20.3,24.9,29.5
1994,5,45.9,21.6,26.5,31.4
1994,6,260.21,24,28.2,32.5
1994,7,140.28,24.1,28.2,32.4
1994,8,258.55,24.1,28.2,32.3
1994,9,237.11,23.9,27.6,31.3
1994,10,207.36,22.7,26.5,30.4
1994,11,284.8,21.2,24.7,28.1
1994,12,222.14,17.8,21.8,25.8
1995,1,94.67,13.8,19,24.3
1995,2,37.55,14.3,19.3,24.3
1995,3,43.63,18.1,22.4,26.7
1995,4,60.08,20.4,24.9,29.3
1995,5,88.21,22.9,27.6,32.3
1995,6,257.21,23.8,27.7,31.6
1995,7,170.52,24.3,28.6,32.8
1995,8,288.26,25,28.8,32.6
1995,9,121.82,24.6,28.5,32.3
1995,10,294.62,24,27.4,30.9
1995,11,28.8,17.7,22.3,26.9
1995,12,23.47,14.3,19,23.7
1996,1,30.7,14,19.1,24.3
1996,2,9.83,12.5,18.8,25.1
1996,3,67.61,14.9,20,25.2
1996,4,54.42,18.4,23.2,28.1
1996,5,255.95,21.9,26.2,30.5
1996,6,269.54,23.1,27.3,31.5
1996,7,72.48,24.9,29,33
1996,8,135.07,24.1,28.3,32.6
1996,9,80.3,24,28.3,32.6
1996,10,203.4,22,25.7,29.4
1996,11,10.41,18.5,23,27.5
1996,12,23.97,15.2,20.6,26
1997,1,62.63,14.3,19.8,25.4
1997,2,22.97,18,22.8,27.5
1997,3,66.91,19.6,24.4,29.1
1997,4,129.43,19.4,24.1,28.9
1997,5,94.08,21.9,26.5,31.2
1997,6,311.52,23.4,27.8,32.3
1997,7,193.63,24.4,28.9,33.5
1997,8,192.82,24.7,29,33.3
1997,9,246.13,23.9,27.9,31.9
1997,10,15.89,21.5,25.8,30.2
1997,11,121.71,18.8,23,27.3
1997,12,149.22,16.2,20.4,24.7
1998,1,41.08,16.1,20.6,25.1
1998,2,172.16,15.6,20,24.5
1998,3,112.93,15.8,20.3,24.9
1998,4,19.79,19.1,23.7,28.3
1998,5,80.35,21.2,26.4,31.7
1998,6,64.14,24.1,29.2,34.2
1998,7,216.01,24.3,29.1,33.9
1998,8,193.9,24.9,29.3,33.7
1998,9,266.12,24.4,28.4,32.4
1998,10,66.85,22.8,26.8,30.9
1998,11,152.33,20.2,24.3,28.3
1998,12,24.59,17.9,22.4,26.8
1999,1,54.77,15.9,20.6,25.4
1999,2,32.79,14.9,20.5,26.1
1999,3,10.96,14.4,20.6,26.9
1999,4,35.99,18.6,24.7,30.7
1999,5,111.58,19.6,25.4,31.2
1999,6,349.21,23,26.8,30.7
1999,7,108.05,24.6,28.6,32.6
1999,8,195.41,24.5,28.8,33.1
1999,9,217.04,23.8,27.7,31.7
1999,10,284.26,22.4,26,29.6
1999,11,50.2,18.9,23,27.1
1999,12,15.23,16.1,20.5,25
2000,1,20.59,14,19.4,24.9
2000,2,32.91,14.8,20,25.1
2000,3,66.43,18.1,23,27.9
2000,4,100.47,18,23.3,28.7
2000,5,17.2,21,26,31
2000,6,153.62,23.2,27.4,31.6
2000,7,275.48,23.9,28.3,32.8
2000,8,93.28,23.5,28.1,32.8
2000,9,150.26,24.2,28.2,32.3
2000,10,109.96,20.8,25,29.2
2000,11,1.34,17.4,22.3,27.2
2000,12,21.91,14.9,19.8,24.7
2001,1,14.81,9.4,15.9,22.3
2001,2,0,17,22.3,27.5
2001,3,125.33,16,22,27.9
2001,4,12.2,18,23.5,28.9
2001,5,158.84,19.7,24.7,29.6
2001,6,121.14,22.6,27.5,32.4
2001,7,317.63,23.7,27.9,32.1
2001,8,123.77,24.7,28.8,32.9
2001,9,243.35,23.7,27.6,31.6
2001,10,93.28,22.3,25.8,29.4
2001,11,38.84,18.8,22.8,26.8
2001,12,35.32,17.8,22.1,26.5
2002,1,11.59,14.8,20,25.2
2002,2,63.72,15.1,20.4,25.6
2002,3,54.31,18.1,23,27.9
2002,4,28.31,19.9,25.1,30.3
2002,5,113.42,21.4,26.5,31.6
2002,6,363.51,23,27,31
2002,7,221.29,24.2,28.4,32.7
2002,8,135.68,24.4,28.9,33.4
2002,9,93.84,24.6,28.5,32.5
2002,10,27.99,22.9,27.6,32.4
2002,11,53.6,16.6,22.3,28
2002,12,84.08,14.4,19.9,25.4
2003,1,29.41,9.8,16.3,22.8
2003,2,35.06,15.3,21.5,27.7
2003,3,88.53,20.1,25.5,30.9
2003,4,93,18,23.2,28.5
2003,5,252.96,22.3,27,31.8
2003,6,178.73,23.7,27.9,32
2003,7,104.85,24.5,28.8,33
2003,8,187.75,24.1,28.4,32.6
2003,9,269.02,24,28.3,32.6
2003,10,42.44,22.4,27.1,31.9
2003,11,63.93,19.7,24,28.4
2003,12,37.91,12.6,18.3,23.9
2004,1,59.96,12,18.5,25
2004,2,67.01,15.1,20.7,26.3
2004,3,14.43,16.8,21.9,27
2004,4,81.85,17,22.6,28.2
2004,5,33.26,21.2,25.6,30.1
2004,6,131.42,23.5,28.4,33.3
2004,7,190.2,23.7,28.5,33.3
2004,8,199.42,24.3,28.7,33.1
2004,9,215.9,24.5,28.1,31.8
2004,10,131.23,21.4,25.9,30.4
2004,11,11.68,18.4,23.2,27.9
2004,12,14.71,14.1,19.4,24.8
2005,1,22.11,13.9,19.3,24.8
2005,2,4.33,13.7,19.3,24.9
2005,3,107.21,15.5,21,26.6
2005,4,52.18,15.8,21.9,28
2005,5,184.67,20.1,25.3,30.5
2005,6,363.85,23.2,27.1,31
2005,7,186.82,25.3,29.4,33.5
2005,8,119.54,25.2,29.3,33.4
2005,9,104.51,24.2,28.4,32.7
2005,10,154.6,22.5,26.4,30.3
2005,11,27.57,18.8,23.6,28.5
2005,12,13.36,13.7,19.5,25.4
2006,1,13.03,14.1,19.5,24.9
2006,2,68.13,12.9,18.8,24.7
2006,3,14.99,15.5,21.3,27.2
2006,4,9.87,18.1,24.2,30.3
2006,5,85.24,19.4,25.5,31.6
2006,6,126.76,22.9,27.6,32.3
2006,7,169.26,23.8,27.9,32
2006,8,162.23,24.2,28.6,33
2006,9,147.18,23.8,28.1,32.5
2006,10,20.2,21.3,26.1,30.9
2006,11,34.85,17,21.7,26.4
2006,12,44.65,18.4,22.4,26.4
2007,1,13.61,16.3,21.4,26.5
2007,2,27.04,13.4,19.3,25.1
2007,3,9.18,16.7,22.1,27.4
2007,4,49.92,16.8,22.9,29
2007,5,62.48,19.8,25,30.3
2007,6,195.65,22.1,27,31.8
2007,7,169.4,23.7,28.5,33.4
2007,8,70.79,24.7,29.2,33.8
2007,9,224.48,23.8,28.3,32.7
2007,10,80.05,23.8,27.4,31
2007,11,2.72,17.8,22.8,27.8
2007,12,5.79,17.3,22.4,27.6
2008,1,19.46,14.1,19.7,25.2
2008,2,87.03,17,22.2,27.4
2008,3,73.99,17.3,22.3,27.3
2008,4,115.86,18.5,23.6,28.7
2008,5,41.26,20.8,26.4,31.9
2008,6,166.85,23.2,27.8,32.5
2008,7,183.04,23.5,28,32.5
2008,8,298.06,24.3,28.6,32.9
2008,9,130.59,24.6,28.1,31.7
2008,10,88.28,21.1,25.3,29.4
2008,11,4.39,15.4,20.8,26.2
2008,12,17.38,16,20.8,25.5
2009,1,4.15,12.4,18.6,24.8
2009,2,16.39,12.4,18.4,24.4
2009,3,48.52,15.4,21,26.5
2009,4,16,17.9,23.7,29.4
2009,5,252.14,20.6,25.7,30.8
2009,6,230.79,23.3,28,32.6
2009,7,137.68,24.1,28.7,33.4
2009,8,152.2,24.8,29.2,33.5
