"year","date","colony","wca","latitude","longitude","type","behavior","species","count","notes"
2021,2021-03-14,rhea,2,26.23782,-80.3128,uav,both,sneg,180,""
2021,2021-03-14,rhea,2,26.23782,-80.3128,uav,both,trhe,14,""
2021,2021-03-14,rhea,2,26.23782,-80.3128,uav,both,whib,29,""
2021,2021-03-19,diana,3,25.84727,-80.52347,uav,both,anhi,1,"presence"
2021,2021-03-19,diana,3,25.84727,-80.52347,uav,both,greg,184,""
2021,2021-03-19,ganga,3,25.92347,-80.51858,uav,both,greg,22,""
2021,2021-03-23,henry,3,25.81913,-80.83983,ground,both,greg,134,""
2021,2021-03-23,henry,3,25.81913,-80.83983,ground,both,rosp,6,""
2021,2021-03-25,nanse,3,26.10715,-80.4980166666667,uav,both,anhi,1,"presence"
2021,2021-03-25,nanse,3,26.10715,-80.4980166666667,uav,both,gbhe,20,""
2021,2021-03-25,nanse,3,26.10715,-80.4980166666667,uav,both,greg,340,""
2021,2021-03-25,nanse,3,26.10715,-80.4980166666667,uav,both,lbhe,6,""
2021,2021-03-25,nanse,3,26.10715,-80.4980166666667,uav,both,sneg,29,""
2021,2021-03-26,aerie,3,25.77158,-80.70872,uav,both,greg,35,""
2021,2021-03-26,enlil,3,25.87413,-80.65365,uav,both,anhi,1,"presence"
2021,2021-03-26,enlil,3,25.87413,-80.65365,uav,both,gbhe,5,""
2021,2021-03-26,enlil,3,25.87413,-80.65365,uav,both,greg,13,""
2021,2021-03-26,garl,3,25.953511,-80.653426,uav,both,greg,24,""
2021,2021-03-26,horus,3,25.9605166666667,-80.5720666666667,uav,both,anhi,35,""
2021,2021-03-26,horus,3,25.9605166666667,-80.5720666666667,uav,both,bcnh,4,""
2021,2021-03-26,horus,3,25.9605166666667,-80.5720666666667,uav,both,gbhe,67,""
2021,2021-03-26,horus,3,25.9605166666667,-80.5720666666667,uav,both,greg,434,""
2021,2021-03-26,horus,3,25.9605166666667,-80.5720666666667,uav,both,smwt,11,""
2021,2021-03-26,horus,3,25.9605166666667,-80.5720666666667,uav,both,trhe,1,""
2021,2021-03-26,little_d,3,25.7712,-80.69301,uav,both,anhi,1,"presence"
2021,2021-03-26,little_d,3,25.7712,-80.69301,uav,both,gbhe,1,""
2021,2021-03-26,little_d,3,25.7712,-80.69301,uav,both,greg,32,""
2021,2021-03-29,alley_north,3,26.2013166666667,-80.5287333333333,uav,both,anhi,1,"presence"
2021,2021-03-29,alley_north,3,26.2013166666667,-80.5287333333333,uav,both,bcnh,1,"presence"
2021,2021-03-29,alley_north,3,26.2013166666667,-80.5287333333333,uav,both,greg,1000,"estimated"
2021,2021-03-29,alley_north,3,26.2013166666667,-80.5287333333333,uav,both,lbhe,1,"presence"
2021,2021-03-29,alley_north,3,26.2013166666667,-80.5287333333333,uav,both,rosp,400,"estimated"
2021,2021-03-29,alley_north,3,26.2013166666667,-80.5287333333333,uav,both,sneg,1,"presence"
2021,2021-03-29,alley_north,3,26.2013166666667,-80.5287333333333,uav,both,trhe,1,"presence"
2021,2021-03-29,alley_north,3,26.2013166666667,-80.5287333333333,uav,both,whib,30000,"estimated"
2021,2021-03-31,start_mel,3,25.94812,-80.63816,uav,both,gbhe,1,""
2021,2021-03-31,start_mel,3,25.94812,-80.63816,uav,both,greg,83,""
2021,2021-03-31,vacation,3,25.91565,-80.6302166666667,uav,both,anhi,1,"presence"
2021,2021-03-31,vacation,3,25.91565,-80.6302166666667,uav,both,gbhe,7,""
2021,2021-03-31,vacation,3,25.91565,-80.6302166666667,uav,both,greg,37,""
2021,2021-04-09,hidden,3,25.7735333333333,-80.8372166666667,uav,both,greg,256,"estimated"
2021,2021-04-09,hidden,3,25.7735333333333,-80.8372166666667,uav,both,rosp,10,"estimated"
2021,2021-04-09,hidden,3,25.7735333333333,-80.8372166666667,uav,both,sneg,90,"estimated"
2021,2021-04-09,hidden,3,25.7735333333333,-80.8372166666667,uav,both,trhe,1,"presence"
2021,2021-04-09,hidden,3,25.7735333333333,-80.8372166666667,uav,both,whib,6000,"estimated"
2021,2021-04-22,kinich,3,26.0425,-80.50308,uav,both,anhi,1,"presence"
2021,2021-04-22,kinich,3,26.0425,-80.50308,uav,both,gbhe,19,""
2021,2021-04-22,kinich,3,26.0425,-80.50308,uav,both,greg,54,""
2021,2021-04-22,vulture,3,26.02765,-80.54106,uav,both,anhi,1,"presence"
2021,2021-04-22,vulture,3,26.02765,-80.54106,uav,both,gbhe,32,""
2021,2021-04-22,vulture,3,26.02765,-80.54106,uav,both,greg,205,""
2021,2021-04-28,big_mel,3,26.04602,-80.62586,uav,both,anhi,1,"presence"
2021,2021-04-28,big_mel,3,26.04602,-80.62586,uav,both,gbhe,4,""
2021,2021-04-28,big_mel,3,26.04602,-80.62586,uav,both,greg,35,""
2021,2021-04-28,jupiter,3,26.0155666666667,-80.5627166666667,uav,both,anhi,1,"presence"
2021,2021-04-28,jupiter,3,26.0155666666667,-80.5627166666667,uav,both,gbhe,13,""
2021,2021-04-28,jupiter,3,26.0155666666667,-80.5627166666667,uav,both,greg,180,""
2021,2021-04-28,kidlow,3,26.04123,-80.59968,uav,both,anhi,1,"presence"
2021,2021-04-28,kidlow,3,26.04123,-80.59968,uav,both,gbhe,19,""
2021,2021-04-28,kidlow,3,26.04123,-80.59968,uav,both,greg,99,""
2021,2021-04-29,shamash,2,26.244117,-80.433167,uav,both,gbhe,9,""
2021,2021-04-29,shamash,2,26.244117,-80.433167,uav,both,greg,178,""
2021,2021-04-29,shamash,2,26.244117,-80.433167,uav,both,rosp,2,""
